origin;destination;year;month;avg_time_difference;count;;;;;;
EHRD;LOWL;2021;12;5075.0;6;;;;;;
EHRD;ETSI;2021;12;4651.0;1;;;;;;
EHTW;EGKB;2021;12;3391.0;1;;;;;;
EHEH;LFOK;2021;12;2172.0;2;;;;;;
EHBK;EHVK;2021;12;1636.0;3;;;;;;
EHGG;LSZR;2021;12;3587.0;1;;;;;;
EHGG;EDWR;2021;12;947.0;1;;;;;;
EHHV;EHRD;2021;12;2378.0;3;;;;;;
EHBK;EDLN;2021;12;915.0;1;;;;;;
EHEH;LFPB;2021;12;2645.0;4;;;;;;
EHDB;EHVK;2021;12;10.303.333.333.333.300;3;;;;;;
EHVK;EHDB;2021;12;735.0;3;;;;;;
EHAM;LGSO;2021;12;10059.0;1;;;;;;
EHBD;EHRD;2021;12;2421.0;2;;;;;;
EHGG;EHHO;2021;12;855.0;1;;;;;;
EHAM;LEPA;2021;12;6.953.375;16;;;;;;
EHAM;LFBO;2021;12;52.448.493.150.684.900;73;;;;;;
EHAM;EDDC;2021;12;35.235.625;16;;;;;;
EHAM;EDLW;2021;12;1651.0;1;;;;;;
EHAM;EDMO;2021;12;3294.0;1;;;;;;
EHAM;LDZL;2021;12;4728.0;5;;;;;;
EHAM;LGEL;2021;12;8669.0;1;;;;;;
EHEH;LIBR;2021;12;6787.0;2;;;;;;
EHRD;LFLS;2021;12;4592.0;1;;;;;;
EHVK;EHTE;2021;12;10.553.333.333.333.300;3;;;;;;
EHAM;ENCN;2021;12;3858.0;18;;;;;;
EHEH;LFML;2021;12;4993.2;5;;;;;;
EHRD;LPFR;2021;12;9765.6;20;;;;;;
EHEH;EHMZ;2021;12;3909.0;2;;;;;;
EHAM;EGTE;2021;12;4074.0;1;;;;;;
EHRD;ESGG;2021;12;4412.0;1;;;;;;
EHGR;EHAM;2021;12;28.364.285.714.285.700;7;;;;;;
EHAM;EGLF;2021;12;34.114.285.714.285.700;14;;;;;;
EHEH;LBWN;2021;12;9510.0;1;;;;;;
EHTL;EHVK;2021;12;729.0;2;;;;;;
EHGG;EGCC;2021;12;4409.0;1;;;;;;
EHAM;LIRP;2021;12;5.488.210.526.315.780;19;;;;;;
EHAM;LICP;2021;12;7588.0;1;;;;;;
EHAM;LFHH;2021;12;4419.0;1;;;;;;
EHRD;EIME;2021;12;8492.0;1;;;;;;
EHAM;EKCH;2021;12;3.569.570.491.803.270;305;;;;;;
EHEH;LEBL;2021;12;6117.5;38;;;;;;
EHRD;EGKB;2021;12;2333.0;3;;;;;;
EHLE;EDLP;2021;12;3877.0;1;;;;;;
EHAM;LEGE;2021;12;5649.0;1;;;;;;
EHBK;EBZH;2021;12;728.0;1;;;;;;
EHAM;EGSH;2021;12;17.997.777.777.777.700;18;;;;;;
EHBK;LROP;2021;12;8678.5;2;;;;;;
EHGG;EDLW;2021;12;1477.0;1;;;;;;
EHDB;EHDB;2021;12;14.886.666.666.666.600;3;;;;;;
EHLE;EDLS;2021;12;1898.0;2;;;;;;
EHAM;EBZU;2021;12;8966.0;1;;;;;;
EHBD;EBAW;2021;12;1461.0;2;;;;;;
EHDR;EHGG;2021;12;649.5;2;;;;;;
EHEH;ESSB;2021;12;6765.0;1;;;;;;
EHHO;EHLE;2021;12;4198.0;1;;;;;;
EHND;EHRD;2021;12;2291.0;1;;;;;;
EHAM;LJCE;2021;12;4.646.444.444.444.440;9;;;;;;
EHEH;LEIB;2021;12;7.352.714.285.714.280;14;;;;;;
EHAM;LSGG;2021;12;38.898.577.981.651.300;218;;;;;;
EHAM;LPAR;2021;12;9.461.092.307.692.300;65;;;;;;
EHBK;EDDL;2021;12;1222.0;1;;;;;;
EHAM;EDFE;2021;12;4392.0;1;;;;;;
EHEH;EBKT;2021;12;1704.0;1;;;;;;
EHTE;EHMZ;2021;12;3600.0;1;;;;;;
EHBD;EHEH;2021;12;913.0;1;;;;;;
EHBD;EDAZ;2021;12;7440.0;1;;;;;;
EHEH;EGCC;2021;12;37.979.473.684.210.500;19;;;;;;
EHEH;LKPR;2021;12;35.858.695.652.173.900;23;;;;;;
EHAM;EGNP;2021;12;3.337.222.222.222.220;9;;;;;;
EHTE;EHVK;2021;12;1395.0;1;;;;;;
EHBD;LFMY;2021;12;4689.0;1;;;;;;
EHEH;EINN;2021;12;5234.0;1;;;;;;
EHBK;EINN;2021;12;5111.0;1;;;;;;
EHAM;LIMF;2021;12;4.765.416.666.666.660;12;;;;;;
EHWO;EHWO;2021;12;5225.0;1;;;;;;
EHRD;LIRF;2021;12;6.120.428.571.428.570;7;;;;;;
EHAM;ESNZ;2021;12;7495.0;1;;;;;;
EHBD;EBSH;2021;12;3622.0;1;;;;;;
EHVK;EHGR;2021;12;818.4;10;;;;;;
EHEH;EDTX;2021;12;2448.0;1;;;;;;
EHTW;EHTW;2021;12;1985.0;2;;;;;;
EHAM;LFRZ;2021;12;3615.0;1;;;;;;
EHVK;EDLS;2021;12;839.0;1;;;;;;
EHAM;EGHH;2021;12;3528.5;2;;;;;;
EHWO;EHAM;2021;12;1461.0;2;;;;;;
EHRD;EKBI;2021;12;2696.0;1;;;;;;
EHEH;LFMN;2021;12;3884.0;1;;;;;;
EHAM;EHBK;2021;12;1606.0;2;;;;;;
EHBK;EHLE;2021;12;6108.0;2;;;;;;
EHRD;EGSH;2021;12;2206.0;1;;;;;;
EHAM;EDFH;2021;12;2287.0;1;;;;;;
EHAM;EDDG;2021;12;1853.5;2;;;;;;
EHTX;EHLE;2021;12;2409.25;4;;;;;;
EHAM;LDZE;2021;12;4947.4;5;;;;;;
EHGG;ESOE;2021;12;10127.0;1;;;;;;
EHEH;EPPO;2021;12;4.958.833.333.333.330;6;;;;;;
EHRD;EGTC;2021;12;3155.0;2;;;;;;
EHTW;EHAM;2021;12;1471.0;1;;;;;;
EHTE;EDDG;2021;12;5503.0;2;;;;;;
EHGG;EGKB;2021;12;4920.0;2;;;;;;
EHAM;LFHJ;2021;12;4103.75;8;;;;;;
EHAM;LFGC;2021;12;2840.5;32;;;;;;
EHBK;EHAM;2021;12;1902.6;5;;;;;;
EHEH;EBAW;2021;12;8.403.333.333.333.330;3;;;;;;
EHAM;EGNS;2021;12;4645.0;1;;;;;;
EHVK;EHVK;2021;12;12.523.793.103.448.200;29;;;;;;
EHAM;LFML;2021;12;5.310.019.607.843.130;51;;;;;;
EHTX;EHHO;2021;12;2926.0;2;;;;;;
EHAM;LGAV;2021;12;9.676.915.662.650.600;83;;;;;;
EHVK;ETHM;2021;12;1647.0;1;;;;;;
EHRD;EDDK;2021;12;1717.5;2;;;;;;
EHMZ;EHTE;2021;12;4856.0;1;;;;;;
EHRD;EGJB;2021;12;5246.0;1;;;;;;
EHAM;EKOD;2021;12;3676.0;1;;;;;;
EHTE;EDDH;2021;12;4962.0;1;;;;;;
EHAM;EKAH;2021;12;3498.0;1;;;;;;
EHGG;EDLS;2021;12;4324.0;1;;;;;;
EHMZ;EHAM;2021;12;5939.5;2;;;;;;
EHAM;LSZB;2021;12;4691.5;2;;;;;;
EHRD;EGPT;2021;12;5720.0;1;;;;;;
EHAM;EPPO;2021;12;4.975.285.714.285.710;7;;;;;;
EHAM;EGNM;2021;12;30.494.444.444.444.400;54;;;;;;
EHAM;EGGP;2021;12;37.673.333.333.333.300;39;;;;;;
EHDB;EHAM;2021;12;934.0;1;;;;;;
EHTE;ELLX;2021;12;3251.0;1;;;;;;
EHRD;LEBL;2021;12;6184.0;18;;;;;;
EHST;EHOW;2021;12;1648.0;1;;;;;;
EHRD;LIMC;2021;12;5428.0;1;;;;;;
EHLE;ELLX;2021;12;2284.0;1;;;;;;
EHAM;EGFF;2021;12;38.006.470.588.235.200;17;;;;;;
EHAM;LOLW;2021;12;4.291.333.333.333.330;3;;;;;;
EHRD;EHWO;2021;12;1200.0;4;;;;;;
EHTE;LHTL;2021;12;11976.0;1;;;;;;
EHAM;EGPG;2021;12;3828.0;1;;;;;;
EHEH;LFKA;2021;12;5918.0;1;;;;;;
EHRD;EBOS;2021;12;1996.0;1;;;;;;
EHAM;LICC;2021;12;7932.0;1;;;;;;
EHAM;LFFI;2021;12;3875.75;32;;;;;;
EHAM;LEZG;2021;12;6.527.476.190.476.190;21;;;;;;
EHAM;LICZ;2021;12;7.938.666.666.666.660;3;;;;;;
EHTE;EGTK;2021;12;4518.0;1;;;;;;
EHEH;EPLR;2021;12;5521.0;2;;;;;;
EHRD;EGAA;2021;12;6867.0;1;;;;;;
EHAM;EDDV;2021;12;23.156.363.636.363.600;66;;;;;;
EHMZ;EHGR;2021;12;2411.0;1;;;;;;
EHGG;EDDF;2021;12;2446.0;2;;;;;;
EHAM;EGLL;2021;12;27.723.076.923.076.900;325;;;;;;
EHKD;EKEB;2021;12;5206.5;2;;;;;;
EHSE;LFAT;2021;12;2324.0;1;;;;;;
EHRD;LEZL;2021;12;8838.0;1;;;;;;
EHLE;EBKT;2021;12;3740.0;1;;;;;;
EHBK;EHGG;2021;12;3320.0;2;;;;;;
EHBK;LEAP;2021;12;6948.0;3;;;;;;
EHKD;ETNG;2021;12;9231.0;1;;;;;;
EHTE;EHGG;2021;12;4.132.666.666.666.660;3;;;;;;
EHBD;EGGP;2021;12;5476.0;1;;;;;;
EHTE;EDLS;2021;12;1164.0;1;;;;;;
EHAM;LPPT;2021;12;9.272.204.081.632.650;147;;;;;;
EHKD;LFAT;2021;12;5397.0;2;;;;;;
EHGG;EKRK;2021;12;5249.0;1;;;;;;
EHKD;EHAL;2021;12;1146.0;2;;;;;;
EHBK;EDDS;2021;12;2339.0;1;;;;;;
EHWO;ETOU;2021;12;9573.5;2;;;;;;
EHBK;LFOT;2021;12;4781.0;1;;;;;;
EHGG;EHLW;2021;12;11.554.285.714.285.700;7;;;;;;
EHEH;EDDB;2021;12;3182.0;1;;;;;;
EHLE;EDLE;2021;12;2422.0;1;;;;;;
EHAM;LEMD;2021;12;7.389.210.144.927.530;276;;;;;;
EHAM;EHMZ;2021;12;7492.0;1;;;;;;
EHAM;LIDT;2021;12;4362.0;1;;;;;;
EHAM;EDNY;2021;12;38.263.333.333.333.300;3;;;;;;
EHMZ;EHMZ;2021;12;2.768.818.181.818.180;11;;;;;;
EHHO;EHTE;2021;12;18.886.666.666.666.600;3;;;;;;
EHRD;EBZU;2021;12;2130.0;1;;;;;;
EHAM;LIAR;2021;12;5254.0;1;;;;;;
EHBK;LIMC;2021;12;3.662.777.777.777.770;9;;;;;;
EHEH;EPRJ;2021;12;6094.8;5;;;;;;
EHAM;EDHI;2021;12;3380.0;1;;;;;;
EHGG;EHDR;2021;12;807.0;2;;;;;;
EHRD;EDFE;2021;12;5712.0;1;;;;;;
EHAM;LFHI;2021;12;3800.0;1;;;;;;
EHRD;LIDT;2021;12;5.475.666.666.666.660;3;;;;;;
EHRD;EDLW;2021;12;1729.0;1;;;;;;
EHEH;EPWA;2021;12;5.629.235.294.117.640;17;;;;;;
EHAM;LIRQ;2021;12;5.055.823.529.411.760;17;;;;;;
EHAM;EGNV;2021;12;34.290.714.285.714.200;14;;;;;;
EHRD;EHGG;2021;12;2633.5;4;;;;;;
EHTX;EHKD;2021;12;2067.5;4;;;;;;
EHGG;EDRY;2021;12;5891.0;1;;;;;;
EHRD;EBAW;2021;12;1935.0;10;;;;;;
EHRD;EHTE;2021;12;1642.5;2;;;;;;
EHAM;EGKK;2021;12;2.746.237.288.135.590;59;;;;;;
EHBD;EHGG;2021;12;3321.0;1;;;;;;
EHBK;LKPR;2021;12;3511.0;1;;;;;;
EHEH;EGSC;2021;12;2240.0;1;;;;;;
EHSE;EBLE;2021;12;1172.0;1;;;;;;
EHVK;EHKD;2021;12;2248.0;1;;;;;;
EHEH;EHGR;2021;12;879.0;1;;;;;;
EHRD;EHGR;2021;12;1010.4;5;;;;;;
EHAM;EDAZ;2021;12;4187.0;2;;;;;;
EHEH;EHGG;2021;12;1906.5;2;;;;;;
EHGG;EDTY;2021;12;2878.0;1;;;;;;
EHAM;EGNT;2021;12;346.968.085.106.383;94;;;;;;
EHTE;EDLD;2021;12;2529.0;1;;;;;;
EHRD;LFPO;2021;12;4.503.666.666.666.660;3;;;;;;
EHTW;LOWS;2021;12;3624.0;1;;;;;;
EHAM;EDDM;2021;12;37.045.378.151.260.500;238;;;;;;
EHAM;LFLL;2021;12;41.089.375;32;;;;;;
EHAM;LIPE;2021;12;4.903.204.545.454.540;44;;;;;;
EHEH;EVRA;2021;12;6824.0;11;;;;;;
EHRD;LEAL;2021;12;7.773.793.103.448.270;29;;;;;;
EHAM;LSZR;2021;12;3772.8;5;;;;;;
EHLE;EHGG;2021;12;2781.2;5;;;;;;
EHMZ;EBTY;2021;12;2277.0;1;;;;;;
EHBK;LOWS;2021;12;3543.0;1;;;;;;
EHBK;LIML;2021;12;3331.0;2;;;;;;
EHLE;EHBK;2021;12;4147.0;3;;;;;;
EHGG;EHOW;2021;12;1048.0;2;;;;;;
EHBK;EDDB;2021;12;3524.5;2;;;;;;
EHGG;EHBD;2021;12;3490.0;1;;;;;;
EHBD;LSZC;2021;12;4860.0;1;;;;;;
EHEH;LSGG;2021;12;3565.0;1;;;;;;
EHAM;EGSX;2021;12;2674.0;1;;;;;;
EHAM;EHDL;2021;12;2677.0;1;;;;;;
EHAM;EGLC;2021;12;24.739.345.794.392.500;107;;;;;;
EHEH;LPPR;2021;12;8.215.333.333.333.330;21;;;;;;
EHEH;EHBD;2021;12;900.5;2;;;;;;
EHEH;EGKB;2021;12;26.396.666.666.666.600;3;;;;;;
EHRD;EKOD;2021;12;2979.0;1;;;;;;
EHRD;EHND;2021;12;8.578.571.428.571.420;7;;;;;;
EHRD;LFMN;2021;12;4.872.333.333.333.330;3;;;;;;
EHAM;LMML;2021;12;8959.48;25;;;;;;
EHAM;EGKB;2021;12;26.266.666.666.666.600;12;;;;;;
EHHV;EHHV;2021;12;24.641.428.571.428.500;7;;;;;;
EHRD;EDNY;2021;12;5594.5;2;;;;;;
EHAM;EGPF;2021;12;4.248.409.523.809.520;105;;;;;;
EHEH;EGSS;2021;12;2711.9;80;;;;;;
EHAM;EDDH;2021;12;25.231.068.702.290.000;131;;;;;;
EHBD;EBOS;2021;12;2953.0;1;;;;;;
EHSE;EHMZ;2021;12;2133.0;4;;;;;;
EHLE;EHHO;2021;12;3458.0;1;;;;;;
EHTX;EGSM;2021;12;4598.0;1;;;;;;
EHGR;EHTE;2021;12;2064.0;1;;;;;;
EHBK;LOWI;2021;12;3779.0;1;;;;;;
EHAM;LIMA;2021;12;4.467.740.740.740.740;27;;;;;;
EHAM;LFMC;2021;12;4919.0;1;;;;;;
EHRD;LGAV;2021;12;9729.0;1;;;;;;
EHGG;EBBR;2021;12;2373.0;1;;;;;;
EHAM;EDDP;2021;12;32.935.223.880.597.000;67;;;;;;
EHEH;LBSF;2021;12;8.163.171.428.571.420;35;;;;;;
EHWO;EHRD;2021;12;958.5;2;;;;;;
EHGR;EHDL;2021;12;1676.0;1;;;;;;
EHGG;LKPM;2021;12;7420.5;2;;;;;;
EHEH;EDKA;2021;12;2400.0;1;;;;;;
EHLE;EHAL;2021;12;2407.0;1;;;;;;
EHLE;ETNJ;2021;12;2396.0;1;;;;;;
EHLW;EHGG;2021;12;964.0;3;;;;;;
EHEH;LYBT;2021;12;5928.0;1;;;;;;
EHBK;EBZW;2021;12;3943.0;2;;;;;;
EHEH;LEPA;2021;12;6.921.222.222.222.220;9;;;;;;
EHGG;EDDW;2021;12;6035.0;1;;;;;;
EHBD;EGMC;2021;12;3756.0;1;;;;;;
EHAM;EGPD;2021;12;4.396.438.202.247.190;89;;;;;;
EHAM;EBAW;2021;12;1271.0;7;;;;;;
EHAM;EDJA;2021;12;4271.0;1;;;;;;
EHAM;EDSK;2021;12;2692.5;2;;;;;;
EHAM;EFOU;2021;12;14335.0;1;;;;;;
EHBD;EGPH;2021;12;6901.0;1;;;;;;
EHAM;LIAT;2021;12;5020.0;3;;;;;;
EHAM;EPZB;2021;12;3869.0;4;;;;;;
EHAM;EBGB;2021;12;2951.0;1;;;;;;
EHGG;EHST;2021;12;760.0;1;;;;;;
EHRD;LKPR;2021;12;5280.0;2;;;;;;
EHMZ;EHKD;2021;12;3047.6;5;;;;;;
EHRD;LFLB;2021;12;4549.0;1;;;;;;
EHRD;EDDG;2021;12;2079.0;1;;;;;;
EHRD;LEIB;2021;12;9156.0;1;;;;;;
EHAM;EPKS;2021;12;3891.0;2;;;;;;
EHRD;EDDM;2021;12;6415.0;1;;;;;;
EHMZ;EBOS;2021;12;1425.5;2;;;;;;
EHSE;EBAW;2021;12;2884.75;8;;;;;;
EHTE;EGHH;2021;12;5502.0;1;;;;;;
EHAM;LFMN;2021;12;5.421.574.074.074.070;108;;;;;;
EHGG;EDLD;2021;12;2917.0;1;;;;;;
EHAM;EDVK;2021;12;2076.0;1;;;;;;
EHBK;EIKN;2021;12;7585.0;1;;;;;;
EHAM;LFHS;2021;12;3.723.315.789.473.680;19;;;;;;
EHBK;LSZB;2021;12;3992.0;2;;;;;;
EHSE;EBBY;2021;12;2247.0;1;;;;;;
EHRD;LSZM;2021;12;2563.0;1;;;;;;
EHAM;EBKT;2021;12;1481.0;2;;;;;;
EHLE;EHSE;2021;12;4010.0;3;;;;;;
EHRD;EHLE;2021;12;2007.75;4;;;;;;
EHAM;EINN;2021;12;5489.0;1;;;;;;
EHBK;EHEH;2021;12;1525.0;2;;;;;;
EHEH;LDZL;2021;12;4556.0;1;;;;;;
EHEH;EPWR;2021;12;4.120.875;8;;;;;;
EHAM;LBSB;2021;12;8161.5;2;;;;;;
EHAM;LOWI;2021;12;4.120.115.384.615.380;52;;;;;;
EHAM;LIPZ;2021;12;4.892.875;96;;;;;;
EHGG;EDDV;2021;12;2203.0;1;;;;;;
EHLE;LEMU;2021;12;8584.0;1;;;;;;
EHEH;EHAM;2021;12;18.418.333.333.333.300;6;;;;;;
EHMZ;EHWO;2021;12;728.0;1;;;;;;
EHGR;EHEH;2021;12;946.0;1;;;;;;
EHAM;LHBP;2021;12;565.487.037.037.037;108;;;;;;
EHST;EHST;2021;12;17.028.333.333.333.300;6;;;;;;
EHLE;EGHJ;2021;12;7448.0;1;;;;;;
EHGG;EBAW;2021;12;4020.0;3;;;;;;
EHSE;EBKT;2021;12;2319.0;2;;;;;;
EHBK;LSTS;2021;12;2777.0;1;;;;;;
EHVK;EHDS;2021;12;1156.0;1;;;;;;
EHTW;EDJA;2021;12;2805.0;1;;;;;;
EHAM;EHDB;2021;12;777.75;4;;;;;;
EHEH;EBMB;2021;12;920.25;4;;;;;;
EHAM;LIRZ;2021;12;5666.0;1;;;;;;
EHAM;LFST;2021;12;30.934.285.714.285.700;7;;;;;;
EHGG;LOWS;2021;12;4011.0;1;;;;;;
EHAM;EGSS;2021;12;23.976.666.666.666.600;54;;;;;;
EHAM;ENUL;2021;12;4434.0;1;;;;;;
EHEH;LKSA;2021;12;7791.0;1;;;;;;
EHBK;LIPE;2021;12;6821.0;1;;;;;;
EHBD;EGKB;2021;12;4056.0;2;;;;;;
EHTE;LSZR;2021;12;4260.0;1;;;;;;
EHEH;LIPE;2021;12;4545.8;10;;;;;;
EHGR;EHMZ;2021;12;1938.4;5;;;;;;
EHAM;EDDK;2021;12;2189.0;4;;;;;;
EHAM;LFNG;2021;12;5.036.333.333.333.330;6;;;;;;
EHAM;ESGJ;2021;12;5191.0;1;;;;;;
EHEH;LIPM;2021;12;4414.5;2;;;;;;
EHEH;EIDW;2021;12;4.979.590.909.090.900;22;;;;;;
EHTE;EHAM;2021;12;1432.0;1;;;;;;
EHDS;EHAM;2021;12;1724.0;1;;;;;;
EHAM;LFFW;2021;12;3.987.818.181.818.180;11;;;;;;
EHTE;EHHO;2021;12;1494.0;1;;;;;;
EHEH;LDZA;2021;12;5.069.857.142.857.140;7;;;;;;
EHRD;LOLW;2021;12;4.416.142.857.142.850;7;;;;;;
EHRD;EGLF;2021;12;3084.0;7;;;;;;
EHAM;EHRD;2021;12;14.947.692.307.692.300;13;;;;;;
EHRD;LFIB;2021;12;4262.0;1;;;;;;
EHRD;EGBB;2021;12;3566.0;1;;;;;;
EHBK;LFMN;2021;12;4526.0;1;;;;;;
EHEH;EKCH;2021;12;3.867.909.090.909.090;11;;;;;;
EHBK;EHBK;2021;12;4738.6;15;;;;;;
EHRD;LHBP;2021;12;6.227.666.666.666.660;3;;;;;;
EHBD;EGTE;2021;12;6023.0;1;;;;;;
EHEH;ELLX;2021;12;1792.5;4;;;;;;
EHEH;EGPH;2021;12;4.719.333.333.333.330;9;;;;;;
EHAM;EPLE;2021;12;38.718.571.428.571.400;7;;;;;;
EHEH;LDZE;2021;12;4592.0;1;;;;;;
EHAM;EBMB;2021;12;13.385.897.435.897.400;78;;;;;;
EHAM;LOWG;2021;12;4.959.928.571.428.570;14;;;;;;
EHSE;EHBD;2021;12;1457.0;1;;;;;;
EHHO;EHHO;2021;12;2806.0;3;;;;;;
EHGG;EHTE;2021;12;3336.75;4;;;;;;
EHEH;LFMY;2021;12;4574.0;2;;;;;;
EHAM;LKMT;2021;12;4792.0;1;;;;;;
EHWO;EHGR;2021;12;803.0;2;;;;;;
EHAM;EHGG;2021;10;4.521.384.615.384.610;13;;;;;;
EHLE;EHAM;2021;10;10.873.333.333.333.300;9;;;;;;
EHEH;LEAX;2021;10;9340.0;1;;;;;;
EHGR;EHVK;2021;10;8.423.076.923.076.920;13;;;;;;
EHAL;EHHV;2021;10;4054.0;2;;;;;;
EHMZ;EHSE;2021;10;2392.8;5;;;;;;
EHTW;LFQZ;2021;10;7274.0;1;;;;;;
EHRD;EDLR;2021;10;2572.0;1;;;;;;
EHND;EHHO;2021;10;2608.0;1;;;;;;
EHAM;EDKL;2021;10;2792.0;1;;;;;;
EHAM;EGVT;2021;10;2529.0;1;;;;;;
EHRD;LEZL;2021;10;8979.0;1;;;;;;
EHAM;LFLL;2021;10;4.160.058.823.529.410;17;;;;;;
EHEH;LEZL;2021;10;8.869.148.148.148.140;27;;;;;;
EHBK;LSZM;2021;10;2774.0;5;;;;;;
EHSE;EHGG;2021;10;4516.5;2;;;;;;
EHEH;EPPO;2021;10;4167.25;4;;;;;;
EHRD;LKPR;2021;10;4448.0;1;;;;;;
EHAM;EPKK;2021;10;5.440.520.547.945.200;73;;;;;;
EHBK;EHST;2021;10;3116.0;1;;;;;;
EHGG;EKYT;2021;10;6833.0;1;;;;;;
EHGG;EKBI;2021;10;4212.0;1;;;;;;
EHAM;EBGG;2021;10;1994.0;1;;;;;;
EHEH;LGKN;2021;10;9943.0;3;;;;;;
EHGG;LFGN;2021;10;8854.0;1;;;;;;
EHAM;EKRN;2021;10;3071.0;1;;;;;;
EHBD;LSMF;2021;10;4208.0;1;;;;;;
EHBK;EHGG;2021;10;3111.4;10;;;;;;
EHGG;EDDR;2021;10;5719.0;1;;;;;;
EHRD;EDDK;2021;10;1661.5;2;;;;;;
EHTE;EHGG;2021;10;1915.5;4;;;;;;
EHHV;EHTE;2021;10;3006.5;2;;;;;;
EHAM;EHBD;2021;10;1545.0;1;;;;;;
EHVK;EHTE;2021;10;991.6;5;;;;;;
EHAM;EYVI;2021;10;6.698.433.333.333.330;30;;;;;;
EHAM;LICJ;2021;10;8465.2;5;;;;;;
EHGG;LEIB;2021;10;8.422.333.333.333.330;3;;;;;;
EHBD;EHEH;2021;10;19742.0;1;;;;;;
EHAM;EBKT;2021;10;1727.0;5;;;;;;
EHAM;EDJA;2021;10;3655.0;2;;;;;;
EHTE;EHAL;2021;10;2060.5;2;;;;;;
EHAM;LIRF;2021;10;63.491.560.975.609.700;205;;;;;;
EHEH;LKPR;2021;10;37.003.636.363.636.300;11;;;;;;
EHEH;LIMC;2021;10;4444.5;8;;;;;;
EHEH;EGBB;2021;10;3352.0;1;;;;;;
EHBD;EHBD;2021;10;29.658.571.428.571.400;21;;;;;;
EHAM;EDRY;2021;10;2792.5;2;;;;;;
EHBK;EGGW;2021;10;3095.0;1;;;;;;
EHRD;LSZR;2021;10;3187.0;1;;;;;;
EHRD;EGQL;2021;10;4.990.333.333.333.330;3;;;;;;
EHAM;LFKL;2021;10;4792.0;1;;;;;;
EHLE;LFIB;2021;10;11272.0;1;;;;;;
EHEH;EBNE;2021;10;15039.0;1;;;;;;
EHAM;LYBE;2021;10;6.685.285.714.285.710;7;;;;;;
EHAM;EIKY;2021;10;5295.5;2;;;;;;
EHAL;EHRD;2021;10;4148.0;1;;;;;;
EHBK;EGGD;2021;10;3770.0;1;;;;;;
EHEH;LKTB;2021;10;4031.0;1;;;;;;
EHEH;LIPM;2021;10;4.427.666.666.666.660;3;;;;;;
EHGG;EHDS;2021;10;1142.5;2;;;;;;
EHBK;LOWZ;2021;10;9176.0;1;;;;;;
EHGG;EGBB;2021;10;3341.0;1;;;;;;
EHDP;LFHZ;2021;10;8523.0;1;;;;;;
EHGG;EHHO;2021;10;13.185.833.333.333.300;12;;;;;;
EHEH;LERS;2021;10;6.228.055.555.555.550;18;;;;;;
EHAM;EDSB;2021;10;2633.0;1;;;;;;
EHBK;LIMC;2021;10;3.798.076.923.076.920;13;;;;;;
EHAM;EHTX;2021;10;6812.0;5;;;;;;
EHVK;EHGG;2021;10;2084.0;1;;;;;;
EHAM;ETNW;2021;10;3502.0;1;;;;;;
EHGG;EHBD;2021;10;2618.5;2;;;;;;
EHAM;LSZM;2021;10;3.340.220.779.220.770;77;;;;;;
EHGG;EHLW;2021;10;1005.5;6;;;;;;
EHEH;EHGR;2021;10;15.122.857.142.857.100;7;;;;;;
EHLE;EHST;2021;10;2920.0;1;;;;;;
EHAM;LHFP;2021;10;6243.0;1;;;;;;
EHAM;EDRP;2021;10;3201.0;1;;;;;;
EHOW;EDWC;2021;10;1885.0;1;;;;;;
EHAM;LEAS;2021;10;6699.0;1;;;;;;
EHGG;EIDW;2021;10;4998.0;1;;;;;;
EHBK;EDLG;2021;10;1698.0;1;;;;;;
EHEH;LD57;2021;10;5260.0;3;;;;;;
EHTX;EHHV;2021;10;3279.0;2;;;;;;
EHAM;EGSC;2021;10;2802.0;1;;;;;;
EHAM;EDTL;2021;10;3559.0;1;;;;;;
EHAM;LOWW;2021;10;4.990.155.339.805.820;206;;;;;;
EHAM;EGGP;2021;10;36.618.888.888.888.800;18;;;;;;
EHBD;EGGP;2021;10;5470.0;2;;;;;;
EHAM;LIAU;2021;10;7.034.666.666.666.660;3;;;;;;
EHAM;LDSR;2021;10;6340.4;5;;;;;;
EHBK;LFLL;2021;10;3266.0;1;;;;;;
EHAM;EGNM;2021;10;29.558.333.333.333.300;24;;;;;;
EHDL;EHVK;2021;10;720.0;2;;;;;;
EHAM;LPAZ;2021;10;13.509.333.333.333.300;3;;;;;;
EHAM;EGMA;2021;10;3226.0;1;;;;;;
EHEH;EGGP;2021;10;4120.0;1;;;;;;
EHRD;EHBD;2021;10;1699.5;2;;;;;;
EHGG;ESSB;2021;10;6281.0;1;;;;;;
EHAM;LOWG;2021;10;5044.5;16;;;;;;
EHHO;EHDL;2021;10;24.726.666.666.666.600;3;;;;;;
EHEH;LGAV;2021;10;9.871.444.444.444.440;9;;;;;;
EHEH;EDXW;2021;10;4040.0;1;;;;;;
EHEH;EDTY;2021;10;2431.0;1;;;;;;
EHRD;LSMA;2021;10;9108.0;1;;;;;;
EHHV;EHAL;2021;10;3214.5;2;;;;;;
EHGG;LSZR;2021;10;5.437.333.333.333.330;3;;;;;;
EHMZ;EBKT;2021;10;2447.2;5;;;;;;
EHAM;BIKF;2021;10;9.962.916.666.666.660;24;;;;;;
EHTL;EHRD;2021;10;2151.0;1;;;;;;
EHAM;EDDB;2021;10;3.479.541.062.801.930;207;;;;;;
EHRD;LPCS;2021;10;9.838.666.666.666.660;3;;;;;;
EHBK;EDRD;2021;10;1486.0;1;;;;;;
