origin;destination;year;month;avg_time_difference;count;;;;;;
EHVK;EHTL;2020;4;807.0;4;;;;;;
EHSE;EDWS;2020;4;5132.0;1;;;;;;
EHAM;ESDF;2020;4;4401.0;1;;;;;;
EHND;EHGR;2020;4;1646.0;1;;;;;;
EHGG;EHOW;2020;4;623.5;2;;;;;;
EHTX;EHRD;2020;4;3718.0;1;;;;;;
EHAM;EDDL;2020;4;1612.7;10;;;;;;
EHTX;EHGG;2020;4;3675.4;5;;;;;;
EHTX;EHDS;2020;4;2830.0;1;;;;;;
EHRD;EHTX;2020;4;4156.0;1;;;;;;
EHEH;EPPO;2020;4;4.387.333.333.333.330;3;;;;;;
EHBK;LJLJ;2020;4;5678.0;1;;;;;;
EHAM;EPWA;2020;4;5860.0;2;;;;;;
EHDL;EHVK;2020;4;1247.0;1;;;;;;
EHLE;EHHO;2020;4;2074.0;1;;;;;;
EHTE;EDDS;2020;4;10007.0;1;;;;;;
EHHO;EHHO;2020;4;4.801.846.153.846.150;13;;;;;;
EHAL;EHGG;2020;4;11.183.333.333.333.300;3;;;;;;
EHAM;LGKN;2020;4;9578.0;1;;;;;;
EHRD;EHHO;2020;4;5674.0;1;;;;;;
EHAM;ESGG;2020;4;4.201.538.461.538.460;13;;;;;;
EHRD;EDDK;2020;4;1784.0;2;;;;;;
EHGG;EDLN;2020;4;3029.0;2;;;;;;
EHHV;EHKD;2020;4;2411.0;1;;;;;;
EHGG;EKRK;2020;4;4846.0;1;;;;;;
EHTE;EHTE;2020;4;7711.3;30;;;;;;
EHND;EHND;2020;4;710.0;1;;;;;;
EHAM;ESSB;2020;4;6031.0;5;;;;;;
EHDR;EHGG;2020;4;717.5;2;;;;;;
EHAM;LEVC;2020;4;8402.0;1;;;;;;
EHAM;LSZH;2020;4;40.914.545.454.545.400;22;;;;;;
EHTE;EDWN;2020;4;1518.0;1;;;;;;
EHEH;EHEH;2020;4;4692.0;2;;;;;;
EHVK;EHDB;2020;4;8.486.666.666.666.660;3;;;;;;
EHHV;EHSE;2020;4;1671.0;1;;;;;;
EHAM;EGLD;2020;4;3382.0;1;;;;;;
EHMZ;EHMZ;2020;4;3801.1;20;;;;;;
EHEH;LHBP;2020;4;54.955.161.290.322.500;31;;;;;;
EHRD;EHGR;2020;4;9.581.538.461.538.460;13;;;;;;
EHTX;EHST;2020;4;3387.0;1;;;;;;
EHBK;EBLG;2020;4;843.0;2;;;;;;
EHGR;EHKD;2020;4;2809.0;1;;;;;;
EHAM;EBMB;2020;4;1594.0;1;;;;;;
EHHV;EHMZ;2020;4;2827.5;2;;;;;;
EHAM;EGPD;2020;4;3982.0;1;;;;;;
EHBD;EHBD;2020;4;748.396.875;32;;;;;;
EHKD;EBOS;2020;4;2911.0;1;;;;;;
EHWO;LGKN;2020;4;16409.0;1;;;;;;
EHBK;EGLF;2020;4;3502.0;1;;;;;;
EHRD;EGNX;2020;4;3657.0;1;;;;;;
EHHO;EHDS;2020;4;682.0;1;;;;;;
EHEH;LKKL;2020;4;3593.0;2;;;;;;
EHGG;ENZV;2020;4;7697.0;1;;;;;;
EHAM;EBBR;2020;4;2870.0;11;;;;;;
EHAL;EHLE;2020;4;9046.0;1;;;;;;
EHTX;EHLE;2020;4;22.623.636.363.636.300;11;;;;;;
EHSE;EDKB;2020;4;4377.0;1;;;;;;
EHST;EHOW;2020;4;7124.0;3;;;;;;
EHLE;EDKB;2020;4;4250.0;1;;;;;;
EHLE;EHAM;2020;4;601.0;1;;;;;;
EHAM;LPFR;2020;4;10792.0;1;;;;;;
EHRD;EGGD;2020;4;2933.0;1;;;;;;
EHLW;EHKD;2020;4;1231.25;4;;;;;;
EHTW;EKOD;2020;4;3801.0;1;;;;;;
EHDB;EHVK;2020;4;1036.0;3;;;;;;
EHLE;EHBD;2020;4;7333.0;3;;;;;;
EHVK;EHDP;2020;4;9.516.666.666.666.660;3;;;;;;
EHAM;LDZA;2020;4;6.710.666.666.666.660;3;;;;;;
EHRD;EHND;2020;4;854.875;8;;;;;;
EHHO;EHRD;2020;4;4696.0;1;;;;;;
EHAM;EDDT;2020;4;34.623.571.428.571.400;14;;;;;;
EHST;EHTX;2020;4;3651.0;1;;;;;;
EHST;EHSE;2020;4;4967.0;1;;;;;;
EHGG;EDVK;2020;4;4629.0;1;;;;;;
EHRD;EHAM;2020;4;2679.25;4;;;;;;
EHAM;EGHI;2020;4;3149.5;2;;;;;;
EHGG;EHGG;2020;4;3.839.896.551.724.130;58;;;;;;
EHAM;LIRF;2020;4;7954.0;2;;;;;;
EHLE;EDLS;2020;4;1841.0;1;;;;;;
EHGG;EDDG;2020;4;1751.0;1;;;;;;
EHGG;EDSB;2020;4;3204.0;1;;;;;;
EHSE;EHRD;2020;4;13.714.285.714.285.700;7;;;;;;
EHVK;EHEH;2020;4;1125.0;2;;;;;;
EHAM;LSGG;2020;4;4033.0;10;;;;;;
EHGG;EHAL;2020;4;1199.6;5;;;;;;
EHGG;EHDR;2020;4;965.0;2;;;;;;
EHAM;EVRA;2020;4;6645.0;6;;;;;;
EHEH;EBBR;2020;4;1478.0;1;;;;;;
EHKD;EHST;2020;4;2153.0;1;;;;;;
EHAM;EKBI;2020;4;3089.0;4;;;;;;
EHTX;EHTX;2020;4;3117.25;4;;;;;;
EHAM;EBCI;2020;4;1998.5;2;;;;;;
EHBK;EDLI;2020;4;2912.0;1;;;;;;
EHTE;EHTX;2020;4;2879.0;3;;;;;;
EHAM;LKVO;2020;4;4356.0;1;;;;;;
EHGR;EHEH;2020;4;1742.0;1;;;;;;
EHTX;EHAM;2020;4;9114.0;1;;;;;;
EHRD;EHBD;2020;4;869.042.857.142.857;7;;;;;;
EHBK;EDLN;2020;4;2822.5;2;;;;;;
EHGG;ETWM;2020;4;981.0;1;;;;;;
EHRD;LPPT;2020;4;9231.0;1;;;;;;
EHTE;EHKD;2020;4;2121.0;1;;;;;;
EHRD;EHEH;2020;4;1361.0;1;;;;;;
EHLE;EHLE;2020;4;3382.32;25;;;;;;
EHHV;EHTX;2020;4;2784.0;1;;;;;;
EHGR;EHRD;2020;4;10.774.545.454.545.400;11;;;;;;
EHBK;EHBK;2020;4;3874.5;6;;;;;;
EHAM;ESSV;2020;4;8822.0;1;;;;;;
EHBD;EHMZ;2020;4;5.339.333.333.333.330;3;;;;;;
EHAM;LFLZ;2020;4;4288.0;1;;;;;;
EHGG;EDDN;2020;4;3081.0;1;;;;;;
EHAM;LOLW;2020;4;4464.0;1;;;;;;
EHGG;EDAZ;2020;4;6234.0;1;;;;;;
EHMZ;EHHV;2020;4;4407.0;2;;;;;;
EHGG;EHSE;2020;4;9684.4;5;;;;;;
EHST;EHGG;2020;4;871.6;5;;;;;;
EHST;EHHO;2020;4;4889.0;2;;;;;;
EHAM;LOWL;2020;4;4824.0;1;;;;;;
EHAM;LMML;2020;4;9.388.888.888.888.880;9;;;;;;
EHAM;LSZM;2020;4;3050.0;1;;;;;;
EHAM;LIPZ;2020;4;5397.0;1;;;;;;
EHVK;EHGR;2020;4;1064.0;4;;;;;;
EHVK;EHVK;2020;4;1076.84;25;;;;;;
EHAM;EGKK;2020;4;3178.0;1;;;;;;
EHAM;EGHH;2020;4;3870.0;1;;;;;;
EHEH;EGSS;2020;4;2606.25;12;;;;;;
EHVK;EDLF;2020;4;645.0;1;;;;;;
EHEH;EGGW;2020;4;2627.0;1;;;;;;
EHMZ;EHBD;2020;4;6.460.666.666.666.660;3;;;;;;
EHEH;EHLW;2020;4;2940.0;1;;;;;;
EHBK;EDDK;2020;4;1361.0;1;;;;;;
EHBD;EHRD;2020;4;15.277.333.333.333.300;6;;;;;;
EHST;EHST;2020;4;22.936.428.571.428.500;14;;;;;;
EHEH;EDSB;2020;4;2266.0;1;;;;;;
EHKD;EHAL;2020;4;1014.0;1;;;;;;
EHLE;EHGG;2020;4;5.827.333.333.333.330;6;;;;;;
EHEH;EHVK;2020;4;706.0;1;;;;;;
EHTE;EHDL;2020;4;681.0;1;;;;;;
EHAM;EGKB;2020;4;26.393.333.333.333.300;9;;;;;;
EHTX;EGNJ;2020;4;6195.0;1;;;;;;
EHRD;EDDF;2020;4;2750.0;1;;;;;;
EHSE;EHGG;2020;4;8074.4;5;;;;;;
EHRD;EDWF;2020;4;3661.0;1;;;;;;
EHAM;EFHK;2020;4;7616.8;15;;;;;;
EHBK;EDLS;2020;4;2997.0;1;;;;;;
EHBK;EDDF;2020;4;2529.5;2;;;;;;
EHVK;EHBD;2020;4;764.5;2;;;;;;
EHRD;EDQO;2020;4;2792.0;1;;;;;;
EHAM;EDRY;2020;4;2849.0;4;;;;;;
EHBK;EHAM;2020;4;1567.0;3;;;;;;
EHRD;EICK;2020;4;5582.0;1;;;;;;
EHST;EHMZ;2020;4;4805.0;1;;;;;;
EHAM;EDDH;2020;4;25.744.285.714.285.700;7;;;;;;
EHLE;EHTX;2020;4;2512.75;12;;;;;;
EHBD;EHGG;2020;4;9400.0;1;;;;;;
EHKD;EHAM;2020;4;6990.0;1;;;;;;
EHAM;EGLF;2020;4;2662.0;1;;;;;;
EHEH;ELLX;2020;4;1570.0;1;;;;;;
EHBD;EHLE;2020;4;16415.0;3;;;;;;
EHSE;EHGR;2020;4;1017.0;2;;;;;;
EHSE;EDLS;2020;4;2738.0;1;;;;;;
EHBK;EHTE;2020;4;2132.0;1;;;;;;
EHDB;EHRD;2020;4;14.066.666.666.666.600;3;;;;;;
EHEH;EYRU;2020;4;6596.0;1;;;;;;
EHHV;EHLE;2020;4;863.0;1;;;;;;
EHAM;LFPG;2020;4;31.216.190.476.190.400;84;;;;;;
EHGG;EHHO;2020;4;873.0;5;;;;;;
EHGG;EHST;2020;4;679.0;2;;;;;;
EHTX;EDWN;2020;4;2589.0;1;;;;;;
EHVK;ETNG;2020;4;999.0;1;;;;;;
EHBK;LIMC;2020;4;4273.0;1;;;;;;
EHBK;EGKB;2020;4;2704.0;1;;;;;;
EHDB;EHHV;2020;4;6964.0;1;;;;;;
EHBD;LSGG;2020;4;4982.0;1;;;;;;
EHEH;LZIB;2020;4;4851.0;1;;;;;;
EHMZ;EBAW;2020;4;1203.0;1;;;;;;
EHSE;EHSE;2020;4;3785.0;15;;;;;;
EHGG;EHRD;2020;4;10094.0;7;;;;;;
EHGG;EHTE;2020;4;11.323.125;8;;;;;;
EHRD;EHMZ;2020;4;2254.0;6;;;;;;
EHAM;EHRD;2020;4;4571.0;2;;;;;;
EHRD;EYVI;2020;4;6767.0;1;;;;;;
EHAM;EIDW;2020;4;4.352.311.111.111.110;45;;;;;;
EHRD;LSZH;2020;4;3353.0;1;;;;;;
EHAM;EDFH;2020;4;2202.5;2;;;;;;
EHHV;EHHV;2020;4;4.213.125;32;;;;;;
EHRD;EHWO;2020;4;11.193.333.333.333.300;3;;;;;;
EHWO;EHRD;2020;4;1108.5;2;;;;;;
EHTE;EHDS;2020;4;841.5;2;;;;;;
EHGG;EHLE;2020;4;11830.8;5;;;;;;
EHAM;EKCH;2020;4;34.978.571.428.571.400;7;;;;;;
EHTX;EHKD;2020;4;17.356.363.636.363.600;11;;;;;;
EHHO;EHDR;2020;4;919.0;1;;;;;;
EHRD;EBBR;2020;4;1675.0;2;;;;;;
EHBK;ENUL;2020;4;8867.0;1;;;;;;
EHGG;EHMZ;2020;4;6758.5;2;;;;;;
EHDS;EHTE;2020;4;1822.0;1;;;;;;
EHRD;LE85;2020;4;9511.0;1;;;;;;
EHMZ;EHTX;2020;4;3871.0;4;;;;;;
EHTX;EHHV;2020;4;2870.0;1;;;;;;
EHRD;EDDH;2020;4;2855.0;1;;;;;;
EHBK;LEZG;2020;4;6050.25;4;;;;;;
EHBK;EBOS;2020;4;2016.0;1;;;;;;
EHRD;EDDG;2020;4;15.456.666.666.666.600;3;;;;;;
EHBK;LKPD;2020;4;4309.0;1;;;;;;
EHBK;EFTU;2020;4;8731.0;1;;;;;;
EHBK;EDXQ;2020;4;3740.0;1;;;;;;
EHAM;LROP;2020;4;8552.0;5;;;;;;
EHAM;EDDS;2020;4;3251.0;1;;;;;;
EHEH;LPPT;2020;4;9327.0;1;;;;;;
EHOW;EHGG;2020;4;7.663.333.333.333.330;3;;;;;;
EHBD;EGGP;2020;4;5018.0;1;;;;;;
EHSE;EHST;2020;4;5202.0;1;;;;;;
EHRD;EDQM;2020;4;2825.0;1;;;;;;
EHAM;EGPK;2020;4;3613.0;1;;;;;;
EHHO;EHTE;2020;4;2104.5;2;;;;;;
EHAM;EDDM;2020;4;38.414.545.454.545.400;11;;;;;;
EHAM;EDDK;2020;4;1674.0;1;;;;;;
EHAM;EBLG;2020;4;19.145.555.555.555.500;9;;;;;;
EHAM;LPPT;2020;4;9472.25;20;;;;;;
EHAM;EDLV;2020;4;2606.0;1;;;;;;
EHAM;LSZB;2020;4;3908.0;1;;;;;;
EHGR;EHVK;2020;4;780.8;10;;;;;;
EHAM;LZIB;2020;4;6589.0;1;;;;;;
EHGG;ELLX;2020;4;6279.0;1;;;;;;
EHAM;LIMF;2021;11;4.702.818.181.818.180;11;;;;;;
EHAM;EHBD;2021;11;1437.5;2;;;;;;
EHMZ;EBGB;2021;11;2029.0;1;;;;;;
EHGG;EHST;2021;11;742.5;2;;;;;;
EHAM;EPWR;2021;11;45.347.692.307.692.300;13;;;;;;
EHKD;EHLE;2021;11;1693.0;1;;;;;;
EHAM;LIRA;2021;11;6.400.333.333.333.330;3;;;;;;
EHTW;EDDS;2021;11;40.063.333.333.333.300;3;;;;;;
EHGG;EDLS;2021;11;1980.5;2;;;;;;
EHTX;EHTE;2021;11;2705.0;2;;;;;;
EHBK;EKRK;2021;11;3618.0;1;;;;;;
EHEH;LMML;2021;11;9.547.375;8;;;;;;
EHSE;EHMZ;2021;11;2185.75;4;;;;;;
EHDL;EHAM;2021;11;2960.0;1;;;;;;
EHSE;LFRJ;2021;11;7801.0;1;;;;;;
EHRD;EDLG;2021;11;2667.0;1;;;;;;
EHAM;ESSB;2021;11;5195.0;1;;;;;;
EHSE;EHSE;2021;11;35.182.727.272.727.200;44;;;;;;
EHEH;EHDB;2021;11;1424.0;1;;;;;;
EHAM;EDLV;2021;11;1214.5;2;;;;;;
EHTX;EHAM;2021;11;28.133.333.333.333.300;3;;;;;;
EHEH;LOWG;2021;11;5239.0;1;;;;;;
EHAM;EGHI;2021;11;3173.8;15;;;;;;
EHRD;LIRU;2021;11;15038.0;1;;;;;;
EHGG;EDAZ;2021;11;4891.0;1;;;;;;
EHVK;EDLY;2021;11;925.0;1;;;;;;
EHRD;EGPK;2021;11;4851.0;1;;;;;;
EHAM;EKBI;2021;11;2.891.902.912.621.350;103;;;;;;
EHVK;EHGR;2021;11;8.795.714.285.714.280;7;;;;;;
EHEH;EGLF;2021;11;32.786.666.666.666.600;3;;;;;;
EHRD;EKYT;2021;11;4548.0;1;;;;;;
EHAM;ENZV;2021;11;4.110.327.586.206.890;58;;;;;;
EHAM;LFMC;2021;11;5205.0;2;;;;;;
EHBD;EGQK;2021;11;9733.0;1;;;;;;
EHBK;LIMC;2021;11;39.226.666.666.666.600;9;;;;;;
EHRD;EFHK;2021;11;7752.0;1;;;;;;
EHRD;LZIB;2021;11;5687.0;1;;;;;;
EHAM;EDDH;2021;11;2.555.602.564.102.560;156;;;;;;
EHBK;EGTE;2021;11;4299.0;1;;;;;;
EHEH;LSZR;2021;11;3108.0;1;;;;;;
EHMZ;EBZU;2021;11;707.0;1;;;;;;
EHRD;ENBR;2021;11;8995.0;1;;;;;;
EHLE;EHTE;2021;11;2674.8;5;;;;;;
EHRD;EHOW;2021;11;3277.0;1;;;;;;
EHAM;LYBE;2021;11;7.057.470.588.235.290;17;;;;;;
EHWO;LEBL;2021;11;6159.0;1;;;;;;
EHAM;LJLJ;2021;11;5.179.176.470.588.230;17;;;;;;
EHEH;EIDW;2021;11;4.693.136.363.636.360;22;;;;;;
EHDL;EHGR;2021;11;2472.0;1;;;;;;
EHGG;EDDF;2021;11;2881.0;2;;;;;;
EHAL;EHTX;2021;11;2526.0;1;;;;;;
EHBD;EHKD;2021;11;5605.0;1;;;;;;
EHAM;LIML;2021;11;4.664.653.846.153.840;156;;;;;;
EHAM;EPGD;2021;11;49.990.675.675.675.600;74;;;;;;
EHBK;EGGW;2021;11;3219.25;4;;;;;;
EHGR;EHDL;2021;11;1489.0;1;;;;;;
EHAM;EDDM;2021;11;37.935.267.489.711.900;243;;;;;;
EHAM;EIDW;2021;11;4.287.825;280;;;;;;
EHRD;EHMZ;2021;11;1212.2;10;;;;;;
EHHV;EHHV;2021;11;20.126.666.666.666.600;3;;;;;;
EHSE;EHBD;2021;11;1101.0;1;;;;;;
EHAM;EDFM;2021;11;3069.0;1;;;;;;
EHRD;LKPR;2021;11;4383.0;4;;;;;;
EHAM;LIPE;2021;11;5.231.765.957.446.800;47;;;;;;
EHSE;EBCI;2021;11;3122.0;1;;;;;;
EHVK;EHDL;2021;11;760.25;4;;;;;;
EHEH;EGNM;2021;11;5442.0;1;;;;;;
EHTE;EHLE;2021;11;2065.0;2;;;;;;
EHRD;LFGA;2021;11;3601.0;1;;;;;;
EHBK;LSZB;2021;11;3299.0;2;;;;;;
EHEH;LIDU;2021;11;4607.0;1;;;;;;
EHAM;EHAM;2021;10;23.737.017.094.017.000;234;;;;;;
EHAM;EGBB;2021;11;31.089.223.300.970.800;103;;;;;;
EHGG;EHGG;2021;11;3.642.360.248.447.200;161;;;;;;
EHEH;EGGW;2021;11;2783.5;2;;;;;;
EHAM;EDMO;2021;11;3730.25;4;;;;;;
EHBK;LEAL;2021;11;7852.0;8;;;;;;
EHTL;EHVK;2021;11;663.0;2;;;;;;
EHRD;LEGE;2021;11;8200.0;1;;;;;;
EHRD;EHBD;2021;11;1674.0;1;;;;;;
EHAM;EBOS;2021;11;2827.0;1;;;;;;
EHBK;EHDS;2021;11;3149.0;1;;;;;;
EHAM;EDLP;2021;11;18.576.666.666.666.600;3;;;;;;
EHRD;EDMO;2021;11;3670.0;1;;;;;;
EHEH;ENGM;2021;11;7760.0;1;;;;;;
EHAM;LIME;2021;11;4.917.222.222.222.220;18;;;;;;
EHEH;LEPA;2021;11;6.793.944.444.444.440;18;;;;;;
EHAM;LFNR;2021;11;5105.0;1;;;;;;
EHEH;EBAW;2021;11;754.0;1;;;;;;
EHAM;EKCH;2021;11;3.530.474.074.074.070;270;;;;;;
EHEH;EDLG;2021;11;1658.0;1;;;;;;
EHAM;EGNP;2021;11;30.983.333.333.333.300;6;;;;;;
EHSE;EDAY;2021;11;10284.0;1;;;;;;
EHGG;EDGB;2021;11;4669.0;1;;;;;;
EHAM;EGPK;2021;11;4212.0;1;;;;;;
EHTE;EGBE;2021;11;11537.0;1;;;;;;
EHEH;EPMO;2021;11;5.349.882.352.941.170;17;;;;;;
EHAM;EPMR;2021;11;4130.5;4;;;;;;
EHKD;LFER;2021;11;10018.0;1;;;;;;
EHMZ;EHHV;2021;11;3983.0;1;;;;;;
EHGG;EDDC;2021;11;6636.0;1;;;;;;
EHAM;EPPO;2021;11;4.521.176.470.588.230;17;;;;;;
EHAM;EGWU;2021;11;2755.6;5;;;;;;
EHRD;EDDV;2021;11;3475.5;2;;;;;;
EHKD;EHGR;2021;11;5074.0;1;;;;;;
EHRD;LOWL;2021;11;4937.0;3;;;;;;
EHAM;LIAU;2021;11;7414.0;1;;;;;;
EHBK;EDDL;2021;11;1248.0;1;;;;;;
EHAM;LDZA;2021;11;5.699.740.740.740.740;81;;;;;;
EHRD;EGSH;2021;11;1793.5;2;;;;;;
EHEH;LPAR;2021;11;9150.0;1;;;;;;
EHHV;EHTE;2021;11;1684.0;2;;;;;;
EHWO;EDEG;2021;11;2812.5;2;;;;;;
EHHO;EHHV;2021;11;2804.0;1;;;;;;
EHTE;EHRD;2021;11;22.376.666.666.666.600;3;;;;;;
EHRD;EGPT;2021;11;6313.0;2;;;;;;
EHEH;ETNW;2021;11;2526.0;1;;;;;;
EHAM;LEMD;2021;11;7.174.533.039.647.570;227;;;;;;
EHRD;ENGM;2021;11;5429.0;2;;;;;;
EHRD;EDJA;2021;11;4729.0;1;;;;;;
EHMZ;EBZR;2021;11;1942.0;1;;;;;;
EHRD;ENJB;2021;11;5375.0;1;;;;;;
EHEH;EPLE;2021;11;37.666.666.666.666.600;3;;;;;;
EHEH;LFMN;2021;11;5373.0;1;;;;;;
EHSE;EDLS;2021;11;2265.0;1;;;;;;
EHDR;EHGG;2021;11;737.0;4;;;;;;
EHAM;BIKF;2021;11;10.859.142.857.142.800;49;;;;;;
EHAM;LFTH;2021;11;5394.0;1;;;;;;
EHTE;EHTW;2021;11;1237.5;2;;;;;;
EHAM;ENTO;2021;11;4454.0;1;;;;;;
EHBK;LFOT;2021;11;5442.0;1;;;;;;
EHAM;LFIX;2021;11;5192.0;1;;;;;;
EHBK;EGSS;2021;11;29.028.333.333.333.300;6;;;;;;
EHST;EHST;2021;11;2174.6;5;;;;;;
EHDL;EHDL;2021;11;1686.0;2;;;;;;
EHLW;EHAL;2021;11;800.0;3;;;;;;
EHLW;ENGM;2021;11;5909.0;2;;;;;;
EHVK;EBWE;2021;11;894.0;1;;;;;;
EHAM;EGNM;2021;11;2.976.690.909.090.900;55;;;;;;
EHRD;LFLP;2021;11;5468.0;1;;;;;;
EHTW;LSGG;2021;11;4361.0;1;;;;;;
EHBD;EHSE;2021;11;1139.0;1;;;;;;
EHRD;EBFN;2021;11;2125.0;1;;;;;;
EHAM;LFDC;2021;11;4246.0;1;;;;;;
EHAM;EDDS;2021;11;3.181.762.962.962.960;135;;;;;;
EHRD;LFPB;2021;11;29.476.666.666.666.600;3;;;;;;
EHBK;EHVK;2021;11;1471.5;2;;;;;;
EHHV;EDDW;2021;11;5147.0;1;;;;;;
EHBD;LFNT;2021;11;6734.0;1;;;;;;
EHAM;EGPN;2021;11;3726.0;1;;;;;;
EHAM;EDTB;2021;11;2478.0;1;;;;;;
EHGR;EHEH;2021;11;2570.75;4;;;;;;
EHRD;LSZR;2021;11;3910.0;1;;;;;;
EHRD;LEBZ;2021;11;7737.0;1;;;;;;
EHBK;EBTY;2021;11;1326.0;1;;;;;;
EHRD;LIDE;2021;11;4558.0;1;;;;;;
EHSE;EHEH;2021;11;2033.0;1;;;;;;
EHAM;LFGJ;2021;11;4239.0;1;;;;;;
EHBK;LEZG;2021;11;5946.0;1;;;;;;
EHBK;EGCC;2021;11;4122.0;1;;;;;;
EHAM;EICK;2021;11;5.124.727.272.727.270;11;;;;;;
EHRD;EDDM;2021;11;5077.0;1;;;;;;
EHAM;LIPZ;2021;11;50.817.594.936.708.800;79;;;;;;
EHGG;EHLE;2021;11;21.504.285.714.285.700;7;;;;;;
EHAM;LICZ;2021;11;8715.6;5;;;;;;
EHAM;LFMY;2021;11;5256.0;10;;;;;;
EHEH;EGKB;2021;11;2710.0;1;;;;;;
EHRD;LEAL;2021;11;7.607.585.365.853.650;41;;;;;;
EHAM;EDDP;2021;11;33.102.881.355.932.200;59;;;;;;
EHKD;EKEB;2021;11;6456.5;4;;;;;;
EHAM;EGQL;2021;11;3690.0;3;;;;;;
EHRD;EHWO;2021;11;1023.75;4;;;;;;
EHBK;LIPN;2021;11;6802.0;1;;;;;;
EHRD;EHKD;2021;11;1329.0;1;;;;;;
EHWO;EHRD;2021;11;2678.0;2;;;;;;
EHAM;EDJA;2021;11;4288.0;1;;;;;;
EHBK;EHRD;2021;11;24.063.333.333.333.300;3;;;;;;
EHEH;EPWA;2021;11;5351.25;12;;;;;;
EHRD;EGLD;2021;11;2982.0;1;;;;;;
EHAM;LIPK;2021;11;7327.0;1;;;;;;
EHAM;EKSB;2021;11;4092.0;1;;;;;;
EHAM;EKOD;2021;11;3668.0;1;;;;;;
EHBK;LEDA;2021;11;6085.0;1;;;;;;
EHHO;EHST;2021;11;1508.0;2;;;;;;
EHLW;EHAM;2021;11;2902.0;2;;;;;;
EHAM;LOWS;2021;11;4.409.833.333.333.330;6;;;;;;
EHLE;EBOS;2021;11;2118.0;1;;;;;;
EHRD;EGNX;2021;11;2943.5;2;;;;;;
EHGG;EDGS;2021;11;3722.0;1;;;;;;
EHAM;LIPY;2021;11;6694.0;1;;;;;;
EHLE;EDDH;2021;11;3338.0;1;;;;;;
EHKD;EHSE;2021;11;5882.0;1;;;;;;
EHEH;EPGD;2021;11;4.842.388.888.888.880;18;;;;;;
EHAM;EGAC;2021;11;4303.84;25;;;;;;
EHEH;EHRD;2021;11;1092.0;4;;;;;;
EHAM;LIAT;2021;11;5157.5;2;;;;;;
EHBK;EHBD;2021;11;1435.0;2;;;;;;
EHAM;LIMC;2021;11;4.572.006.944.444.440;144;;;;;;
EHAM;LGAV;2021;11;9.945.725;80;;;;;;
EHAM;EGLF;2021;11;3015.0;22;;;;;;
EHMZ;EBAW;2021;11;2905.0;1;;;;;;
EHTE;EHVK;2021;11;744.0;1;;;;;;
EHEH;LHPA;2021;11;5605.5;2;;;;;;
EHRD;EHVK;2021;11;8301.0;1;;;;;;
EHEH;LGKN;2021;11;9627.0;1;;;;;;
EHAM;ENGM;2021;11;5.086.911.949.685.530;159;;;;;;
EHAM;EGLC;2021;11;23.530.703.125;128;;;;;;
EHRD;EDDG;2021;11;2719.5;2;;;;;;
EHOW;EHGG;2021;11;2778.0;3;;;;;;
EHTX;EHKD;2021;11;1.374.090.909.090.900;11;;;;;;
EHGG;EDVE;2021;11;8220.0;1;;;;;;
EHTE;EHMZ;2021;11;3175.0;1;;;;;;
EHAM;LKPR;2021;11;4.005.126.865.671.640;134;;;;;;
EHRD;LSGG;2021;11;4414.6;5;;;;;;
EHRD;EHSE;2021;11;1048.2;10;;;;;;
EHKD;EGNJ;2021;11;5491.0;1;;;;;;
EHVK;EHHV;2021;11;935.0;1;;;;;;
EHGR;EHKD;2021;11;3130.0;1;;;;;;
EHEH;LPPT;2021;11;8708.7;40;;;;;;
EHEH;LIRP;2021;11;5.089.625;16;;;;;;
EHRD;LPPT;2021;11;8669.0;9;;;;;;
EHEH;LKTB;2021;11;4590.0;1;;;;;;
EHGG;LSMP;2021;11;3805.0;1;;;;;;
EHEH;LIBD;2021;11;7270.0;2;;;;;;
EHGG;ETT1;2021;11;5544.0;1;;;;;;
EHRD;EDNY;2021;11;3853.5;2;;;;;;
EHBK;EINN;2021;11;5455.5;2;;;;;;
EHEH;LEMG;2021;11;8.874.543.859.649.120;57;;;;;;
EHAM;LIMJ;2021;11;5.429.884.615.384.610;26;;;;;;
EHEH;EHAM;2021;11;1267.0;5;;;;;;
EHEH;LFBO;2021;11;7320.0;1;;;;;;
EHRD;EBKT;2021;11;1318.0;1;;;;;;
EHAM;EDDF;2021;11;31.496.234.817.813.700;247;;;;;;
EHEH;LIME;2021;11;4.369.068.965.517.240;29;;;;;;
EHSE;EHRD;2021;11;1220.0;8;;;;;;
EHVK;ETNG;2021;11;1353.0;2;;;;;;
EHEH;LOWW;2021;11;4.747.586.206.896.550;29;;;;;;
EHAM;LOWI;2021;11;4436.8;15;;;;;;
EHAM;EBAW;2021;11;13.385.384.615.384.600;13;;;;;;
EHAM;LIMA;2021;11;4.601.964.285.714.280;28;;;;;;
EHEH;EGBB;2021;11;3229.0;1;;;;;;
EHWO;EGSH;2021;11;1897.0;1;;;;;;
EHEH;EHMZ;2021;11;3795.0;1;;;;;;
EHGG;EDLN;2021;11;2193.0;1;;;;;;
EHLE;EHLE;2021;11;2.934.777.777.777.770;117;;;;;;
EHAM;EHDB;2021;11;8.123.333.333.333.330;9;;;;;;
EHDB;EHAM;2021;11;17.864.444.444.444.400;9;;;;;;
EHRD;EDDC;2021;11;4705.0;1;;;;;;
EHLE;EBZU;2021;11;4639.0;1;;;;;;
EHMZ;EHEH;2021;11;1900.0;1;;;;;;
EHTE;EHTX;2021;11;2995.25;4;;;;;;
