origin,destination,time_difference,typecode,firstseen,filename,is_during_covid,lockdown_name
EHAM,EDDP,3696,B748,2020-04-01T02:31:47.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGNX,2957,B734,2020-04-01T02:42:58.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LPPT,9865,B738,2020-04-01T07:38:48.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LEBL,6064,B738,2020-04-01T09:06:11.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LEMD,7383,B738,2020-04-01T09:10:47.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGLL,2733,B738,2020-04-01T09:14:47.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,ESSA,6195,B738,2020-04-01T09:19:08.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EIDW,4300,A320,2020-04-01T09:24:37.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGPF,3996,B738,2020-04-01T09:31:16.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LFPG,2738,B738,2020-04-01T09:35:50.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EIDW,4160,B738,2020-04-01T09:45:37.000+02:00,20200401_20200430,true,Eerste lockdown:
EHEH,LROP,8157,A321,2020-04-01T09:49:01.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LSZH,3791,BCS1,2020-04-01T09:52:43.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGCC,3166,B738,2020-04-01T10:13:37.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGPH,4003,B738,2020-04-01T10:21:22.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EDDT,3500,B738,2020-04-01T10:29:03.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGBB,2867,B738,2020-04-01T10:32:55.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LFPG,3200,A320,2020-04-01T10:37:39.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EDDF,2573,E190,2020-04-01T10:40:31.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LDZA,7150,DH8D,2020-04-01T11:29:42.000+02:00,20200401_20200430,true,Eerste lockdown:
EHBK,LSZM,2662,A332,2020-04-01T11:56:03.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EDDF,90565,B77L,2020-04-01T12:18:58.000+02:00,20200401_20200430,true,Eerste lockdown:
EHEH,EPPO,3937,B738,2020-04-01T15:25:35.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LFPG,3033,A320,2020-04-01T15:45:37.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LFPG,3085,B752,2020-04-01T16:54:46.000+02:00,20200401_20200430,true,Eerste lockdown:
EHEH,LHBP,5714,A320,2020-04-01T17:25:32.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EDDF,2632,E190,2020-04-01T18:30:32.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,ESSA,5889,B748,2020-04-01T21:44:36.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EBLG,1600,B77L,2020-04-01T22:37:30.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGNX,2773,B734,2020-04-02T02:53:42.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LEBL,6262,B738,2020-04-02T08:48:37.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EBBR,1267,E190,2020-04-02T09:06:50.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,ESSA,5660,B738,2020-04-02T09:29:57.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LFPG,3158,B738,2020-04-02T09:32:51.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGLL,2415,B738,2020-04-02T09:35:24.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,ESGG,4406,B738,2020-04-02T10:07:49.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGPH,4293,B738,2020-04-02T10:18:55.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EIDW,4242,A320,2020-04-02T10:30:34.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EDDF,2529,E190,2020-04-02T10:36:09.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LFPG,2399,A320,2020-04-02T10:52:55.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EDDT,3364,B738,2020-04-02T11:21:21.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LDZA,6562,DH8D,2020-04-02T11:28:48.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGSS,93159,B77L,2020-04-02T12:02:28.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LYBT,7071,A319,2020-04-02T13:24:30.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGLL,2509,A320,2020-04-02T15:03:00.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EDDF,2891,B763,2020-04-02T15:40:01.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LFPG,2613,A320,2020-04-02T16:03:00.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LFPG,2586,B752,2020-04-02T16:55:48.000+02:00,20200401_20200430,true,Eerste lockdown:
EHEH,LHBP,5377,A320,2020-04-02T17:25:12.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LEMD,7909,B77L,2020-04-02T17:55:34.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EDDF,2499,E190,2020-04-02T18:48:00.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LSZH,3977,BCS1,2020-04-02T20:00:32.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EDDP,3586,B752,2020-04-02T22:00:02.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGNX,3061,B734,2020-04-03T02:57:53.000+02:00,20200401_20200430,true,Eerste lockdown:
EHEH,EGSS,2637,B738,2020-04-03T09:06:32.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LEBL,6746,B738,2020-04-03T09:06:57.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LPPT,9602,B738,2020-04-03T09:09:50.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LEMD,7829,B738,2020-04-03T09:10:54.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,ESSA,5933,B738,2020-04-03T09:16:28.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LFPG,3108,B738,2020-04-03T09:17:59.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGLL,2807,B738,2020-04-03T09:22:52.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGPG,4978,B738,2020-04-03T09:25:29.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EIDW,5025,A320,2020-04-03T09:30:38.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGNT,3455,B738,2020-04-03T09:41:45.000+02:00,20200401_20200430,true,Eerste lockdown:
EHEH,LROP,7865,A321,2020-04-03T09:42:43.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,ENGM,4955,E190,2020-04-03T09:58:14.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,ESGG,4479,B738,2020-04-03T10:01:15.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGCC,3838,B738,2020-04-03T10:11:12.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EDDT,3660,B738,2020-04-03T10:18:52.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EGBB,3207,B738,2020-04-03T10:29:57.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,LSGG,3525,E190,2020-04-03T10:42:43.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,EDDF,2605,E190,2020-04-03T11:11:01.000+02:00,20200401_20200430,true,Eerste lockdown:
EHAM,ENGM,4895,B77L,2020-04-03T11:18:37.000+02:00,20200401_20200430,true,Eerste lockdown:
