origin,destination,time_difference,typecode,firstseen,filename,is_during_covid,lockdown_name
EHAM,LELL,5915,B739,2019-03-01T06:38:23.000+01:00,20190301_20190331,false,""
EHAM,LPFR,9957,B738,2019-03-01T06:45:19.000+01:00,20190301_20190331,false,""
EHAM,LELL,6085,B738,2019-03-01T06:47:33.000+01:00,20190301_20190331,false,""
EHAM,EKCH,4017,A320,2019-03-01T07:01:43.000+01:00,20190301_20190331,false,""
EHAM,LEAL,7723,B738,2019-03-01T07:02:01.000+01:00,20190301_20190331,false,""
EHAM,LSGG,3813,B737,2019-03-01T07:03:55.000+01:00,20190301_20190331,false,""
EHAM,LEMG,9502,B738,2019-03-01T07:05:53.000+01:00,20190301_20190331,false,""
EHAM,LSZM,3695,B737,2019-03-01T07:06:20.000+01:00,20190301_20190331,false,""
EHAM,EBMB,1321,E75L,2019-03-01T07:06:52.000+01:00,20190301_20190331,false,""
EHGG,EGMC,3674,AT76,2019-03-01T07:09:13.000+01:00,20190301_20190331,false,""
EHRD,LOIR,3685,B738,2019-03-01T07:10:04.000+01:00,20190301_20190331,false,""
EHAM,LKPR,4361,E190,2019-03-01T07:11:47.000+01:00,20190301_20190331,false,""
EHAM,LSZH,4274,B737,2019-03-01T07:12:14.000+01:00,20190301_20190331,false,""
EHEH,LELL,5564,B738,2019-03-01T07:13:52.000+01:00,20190301_20190331,false,""
EHAM,LFPG,2738,B737,2019-03-01T07:14:19.000+01:00,20190301_20190331,false,""
EHAM,LSZH,4623,A320,2019-03-01T07:15:24.000+01:00,20190301_20190331,false,""
EHAM,LPPT,10186,B738,2019-03-01T07:17:07.000+01:00,20190301_20190331,false,""
EHAM,LJLJ,5346,B737,2019-03-01T07:17:46.000+01:00,20190301_20190331,false,""
EHAM,EDDL,1414,E75L,2019-03-01T07:19:08.000+01:00,20190301_20190331,false,""
EHEH,LPFR,9420,B738,2019-03-01T07:19:12.000+01:00,20190301_20190331,false,""
EHEH,LOWS,3722,B738,2019-03-01T07:20:48.000+01:00,20190301_20190331,false,""
EHAM,LGAV,11095,B738,2019-03-01T07:22:44.000+01:00,20190301_20190331,false,""
EHAM,EDDM,4229,A320,2019-03-01T07:23:26.000+01:00,20190301_20190331,false,""
EHAM,LIRF,5849,B738,2019-03-01T07:25:20.000+01:00,20190301_20190331,false,""
EHAM,LIML,4997,A319,2019-03-01T07:28:41.000+01:00,20190301_20190331,false,""
EHRD,LOWS,3916,B737,2019-03-01T07:29:39.000+01:00,20190301_20190331,false,""
EHAM,LOWW,6482,A320,2019-03-01T07:29:42.000+01:00,20190301_20190331,false,""
EHAM,EGGW,4289,A320,2019-03-01T07:31:23.000+01:00,20190301_20190331,false,""
EHAM,LPPT,9961,A320,2019-03-01T07:32:47.000+01:00,20190301_20190331,false,""
EHEH,LOIR,3156,B738,2019-03-01T07:34:19.000+01:00,20190301_20190331,false,""
EHAM,EGLL,3176,B738,2019-03-01T07:35:09.000+01:00,20190301_20190331,false,""
EHAM,LEBL,6629,A320,2019-03-01T07:35:54.000+01:00,20190301_20190331,false,""
EHRD,LEMG,9247,B738,2019-03-01T07:38:33.000+01:00,20190301_20190331,false,""
EHAM,EGLL,3702,B744,2019-03-01T07:39:17.000+01:00,20190301_20190331,false,""
EHAM,EGLL,3832,A320,2019-03-01T07:40:49.000+01:00,20190301_20190331,false,""
EHAM,LFPG,4051,B738,2019-03-01T07:51:27.000+01:00,20190301_20190331,false,""
EHAM,EDDF,89280,B77L,2019-03-01T08:07:28.000+01:00,20190301_20190331,false,""
EHAM,EGCC,4251,B738,2019-03-01T08:09:14.000+01:00,20190301_20190331,false,""
EHAM,EKCH,3873,B738,2019-03-01T08:09:35.000+01:00,20190301_20190331,false,""
EHAM,EDDS,3194,E75L,2019-03-01T08:22:14.000+01:00,20190301_20190331,false,""
EHAM,LFLL,4017,E75L,2019-03-01T08:24:08.000+01:00,20190301_20190331,false,""
EHAM,EGPH,4159,B737,2019-03-01T08:24:10.000+01:00,20190301_20190331,false,""
EHAM,LFPG,2993,B738,2019-03-01T08:28:01.000+01:00,20190301_20190331,false,""
EHAM,EGBB,3013,B738,2019-03-01T08:34:00.000+01:00,20190301_20190331,false,""
EHAM,EGNT,3615,B737,2019-03-01T08:37:06.000+01:00,20190301_20190331,false,""
EHAM,EDDT,3975,B738,2019-03-01T08:41:13.000+01:00,20190301_20190331,false,""
EHAM,EDDN,3593,E75L,2019-03-01T08:44:22.000+01:00,20190301_20190331,false,""
EHAM,EDDH,2873,B738,2019-03-01T08:46:20.000+01:00,20190301_20190331,false,""
EHAM,LFBD,5483,A319,2019-03-01T08:53:57.000+01:00,20190301_20190331,false,""
EHAM,ESSA,6307,B737,2019-03-01T08:56:07.000+01:00,20190301_20190331,false,""
EHAM,EGKK,3401,A319,2019-03-01T09:02:16.000+01:00,20190301_20190331,false,""
EHAM,EDDH,2774,A319,2019-03-01T09:06:31.000+01:00,20190301_20190331,false,""
EHEH,LOWW,5488,A320,2019-03-01T09:08:31.000+01:00,20190301_20190331,false,""
EHAM,EGLL,3928,B738,2019-03-01T09:09:49.000+01:00,20190301_20190331,false,""
EHAM,EGHI,3037,E75L,2019-03-01T09:15:30.000+01:00,20190301_20190331,false,""
EHEH,LHTM,5800,A321,2019-03-01T09:16:00.000+01:00,20190301_20190331,false,""
EHAM,LSZM,3816,A319,2019-03-01T09:19:48.000+01:00,20190301_20190331,false,""
EHEH,LROP,8421,A321,2019-03-01T09:21:37.000+01:00,20190301_20190331,false,""
EHEH,LPPT,9346,B738,2019-03-01T09:24:12.000+01:00,20190301_20190331,false,""
EHAM,EDDM,3980,B738,2019-03-01T09:28:37.000+01:00,20190301_20190331,false,""
EHAM,EDDF,2711,A20N,2019-03-01T09:29:31.000+01:00,20190301_20190331,false,""
EHAM,EGSH,1762,E75L,2019-03-01T09:29:37.000+01:00,20190301_20190331,false,""
EHAM,ELLX,2272,E75L,2019-03-01T09:33:34.000+01:00,20190301_20190331,false,""
EHAM,EDDM,4194,E190,2019-03-01T09:34:34.000+01:00,20190301_20190331,false,""
EHAM,EDDV,2375,E75L,2019-03-01T09:34:39.000+01:00,20190301_20190331,false,""
EHEH,EYKA,6726,A321,2019-03-01T09:44:43.000+01:00,20190301_20190331,false,""
EHAM,LROP,8270,B737,2019-03-01T09:46:06.000+01:00,20190301_20190331,false,""
EHAM,ESGG,4175,E75L,2019-03-01T09:47:15.000+01:00,20190301_20190331,false,""
EHAM,EGFF,3326,E75L,2019-03-01T09:47:36.000+01:00,20190301_20190331,false,""
EHAM,LFML,5490,B737,2019-03-01T09:50:41.000+01:00,20190301_20190331,false,""
EHAM,LSZH,4038,B739,2019-03-01T09:51:07.000+01:00,20190301_20190331,false,""
EHAM,EDDM,4691,B748,2019-03-01T09:53:32.000+01:00,20190301_20190331,false,""
EHAM,EGNM,3211,B733,2019-03-01T09:56:05.000+01:00,20190301_20190331,false,""
EHAM,EGGW,2458,A319,2019-03-01T09:57:00.000+01:00,20190301_20190331,false,""
EHAM,EIDW,4390,A320,2019-03-01T09:58:34.000+01:00,20190301_20190331,false,""
EHAM,EDDT,4085,B739,2019-03-01T09:58:45.000+01:00,20190301_20190331,false,""
EHAM,LIML,4382,B738,2019-03-01T10:03:32.000+01:00,20190301_20190331,false,""
EHAM,LSGG,3889,B737,2019-03-01T10:04:22.000+01:00,20190301_20190331,false,""
EHAM,EGCC,3022,B738,2019-03-01T10:05:31.000+01:00,20190301_20190331,false,""
