origin,destination,time_difference,typecode,firstseen,filename,is_during_covid,lockdown_name
EHAM,EGNX,2839,B734,2022-03-01T03:01:08.000+01:00,20220301_20220331,true,""
EHAM,LPAR,9629,B738,2022-03-01T06:41:28.000+01:00,20220301_20220331,true,""
EHAM,LSZH,3553,E75L,2022-03-01T06:57:38.000+01:00,20220301_20220331,true,""
EHAM,LEMG,9685,B738,2022-03-01T06:59:33.000+01:00,20220301_20220331,true,""
EHAM,ENGM,4998,E190,2022-03-01T07:01:08.000+01:00,20220301_20220331,true,""
EHEH,LOWI,3684,B738,2022-03-01T07:02:14.000+01:00,20220301_20220331,true,""
EHAM,ESSA,6257,E75L,2022-03-01T07:03:36.000+01:00,20220301_20220331,true,""
EHAM,LEAL,8013,B738,2022-03-01T07:05:10.000+01:00,20220301_20220331,true,""
EHAM,EDDL,1465,E190,2022-03-01T07:06:34.000+01:00,20220301_20220331,true,""
EHRD,LOWI,4130,B738,2022-03-01T07:07:37.000+01:00,20220301_20220331,true,""
EHAM,LIML,4519,A319,2022-03-01T07:09:49.000+01:00,20220301_20220331,true,""
EHRD,LPFR,9801,B737,2022-03-01T07:10:34.000+01:00,20220301_20220331,true,""
EHAM,LEBL,6365,A320,2022-03-01T07:12:16.000+01:00,20220301_20220331,true,""
EHAM,LSGG,3743,E190,2022-03-01T07:19:36.000+01:00,20220301_20220331,true,""
EHAM,EPWA,6182,E75S,2022-03-01T07:26:38.000+01:00,20220301_20220331,true,""
EHRD,LEAL,7962,B737,2022-03-01T07:29:10.000+01:00,20220301_20220331,true,""
EHAM,LEMD,7545,A320,2022-03-01T07:31:42.000+01:00,20220301_20220331,true,""
EHAM,LFPG,3121,B738,2022-03-01T07:33:51.000+01:00,20220301_20220331,true,""
EHAM,EGLL,2847,B738,2022-03-01T07:36:28.000+01:00,20220301_20220331,true,""
EHEH,LEZL,8820,B738,2022-03-01T07:43:26.000+01:00,20220301_20220331,true,""
EHAM,EIDW,4368,E75L,2022-03-01T07:44:10.000+01:00,20220301_20220331,true,""
EHAM,ENBR,4876,E75L,2022-03-01T07:46:00.000+01:00,20220301_20220331,true,""
EHAM,LEMD,7425,E190,2022-03-01T07:50:07.000+01:00,20220301_20220331,true,""
EHAM,EKCH,3475,B738,2022-03-01T07:56:04.000+01:00,20220301_20220331,true,""
EHEH,LEAL,8052,B738,2022-03-01T07:58:27.000+01:00,20220301_20220331,true,""
EHAM,ESGG,4104,E75L,2022-03-01T08:08:05.000+01:00,20220301_20220331,true,""
EHAM,EDDS,3195,E75L,2022-03-01T08:09:37.000+01:00,20220301_20220331,true,""
EHAM,EGTE,3250,B738,2022-03-01T08:14:18.000+01:00,20220301_20220331,true,""
EHAM,LSGG,4005,A319,2022-03-01T08:17:44.000+01:00,20220301_20220331,true,""
EHAM,LEBL,6195,E190,2022-03-01T08:19:09.000+01:00,20220301_20220331,true,""
EHAM,LFPG,2935,B738,2022-03-01T08:21:33.000+01:00,20220301_20220331,true,""
EHAM,EGPH,4194,E75L,2022-03-01T08:22:31.000+01:00,20220301_20220331,true,""
EHAM,EDDM,3462,A319,2022-03-01T08:32:46.000+01:00,20220301_20220331,true,""
EHAM,EDDH,2266,B737,2022-03-01T08:35:39.000+01:00,20220301_20220331,true,""
EHAM,EGNT,3809,E75L,2022-03-01T08:36:30.000+01:00,20220301_20220331,true,""
EHAM,EKBI,2769,E190,2022-03-01T08:37:40.000+01:00,20220301_20220331,true,""
EHAM,EDDF,2483,E190,2022-03-01T08:39:01.000+01:00,20220301_20220331,true,""
EHBK,LSZM,2570,B77L,2022-03-01T08:52:02.000+01:00,20220301_20220331,true,""
EHAM,EGSS,2485,A320,2022-03-01T08:54:47.000+01:00,20220301_20220331,true,""
EHAM,EGLC,2639,E190,2022-03-01T09:01:46.000+01:00,20220301_20220331,true,""
EHAM,EPKK,5715,E190,2022-03-01T09:26:13.000+01:00,20220301_20220331,true,""
EHAM,ELLX,2547,E190,2022-03-01T09:33:21.000+01:00,20220301_20220331,true,""
EHAM,EGPF,4204,B737,2022-03-01T09:35:19.000+01:00,20220301_20220331,true,""
EHAM,LSZM,3381,E190,2022-03-01T09:37:33.000+01:00,20220301_20220331,true,""
EHAM,LIMF,4659,E75L,2022-03-01T09:40:01.000+01:00,20220301_20220331,true,""
EHAM,EPGD,5247,E190,2022-03-01T09:42:01.000+01:00,20220301_20220331,true,""
EHAM,EIDW,4241,A320,2022-03-01T09:46:11.000+01:00,20220301_20220331,true,""
EHAM,LYBE,7280,E75L,2022-03-01T09:47:34.000+01:00,20220301_20220331,true,""
EHAM,LSGG,3704,B737,2022-03-01T09:49:35.000+01:00,20220301_20220331,true,""
EHAM,LIPZ,4752,B737,2022-03-01T09:50:55.000+01:00,20220301_20220331,true,""
EHAM,LIRF,6230,B738,2022-03-01T09:52:38.000+01:00,20220301_20220331,true,""
EHAM,EICK,5053,A320,2022-03-01T09:54:15.000+01:00,20220301_20220331,true,""
EHAM,LROP,8413,B738,2022-03-01T09:54:16.000+01:00,20220301_20220331,true,""
EHAM,LSZH,3782,B737,2022-03-01T09:55:31.000+01:00,20220301_20220331,true,""
EHAM,EFHK,7086,B738,2022-03-01T09:57:08.000+01:00,20220301_20220331,true,""
EHAM,LFPG,2919,A321,2022-03-01T09:58:00.000+01:00,20220301_20220331,true,""
EHAM,LEMD,7320,B738,2022-03-01T10:00:10.000+01:00,20220301_20220331,true,""
EHAM,LOWW,4973,B738,2022-03-01T10:03:21.000+01:00,20220301_20220331,true,""
EHAM,LOWW,5240,E195,2022-03-01T10:08:07.000+01:00,20220301_20220331,true,""
EHAM,EDDF,2493,E75L,2022-03-01T10:11:03.000+01:00,20220301_20220331,true,""
EHAM,EGBB,3032,B738,2022-03-01T10:12:32.000+01:00,20220301_20220331,true,""
EHAM,LSZH,3562,BCS3,2022-03-01T10:14:01.000+01:00,20220301_20220331,true,""
EHAM,LFBD,5044,B737,2022-03-01T10:15:33.000+01:00,20220301_20220331,true,""
EHAM,LIBD,7667,B738,2022-03-01T10:16:38.000+01:00,20220301_20220331,true,""
EHAM,LIQL,4981,E190,2022-03-01T10:18:11.000+01:00,20220301_20220331,true,""
EHAM,EETN,7357,BCS3,2022-03-01T10:19:30.000+01:00,20220301_20220331,true,""
EHAM,EGLC,2653,E190,2022-03-01T10:20:41.000+01:00,20220301_20220331,true,""
EHAM,EGCC,3773,B738,2022-03-01T10:22:06.000+01:00,20220301_20220331,true,""
EHAM,LHBP,5934,B738,2022-03-01T10:22:40.000+01:00,20220301_20220331,true,""
EHAM,EKBI,2987,E75L,2022-03-01T10:23:32.000+01:00,20220301_20220331,true,""
EHAM,EDDL,1436,E190,2022-03-01T10:23:32.000+01:00,20220301_20220331,true,""
EHAM,EYVI,7207,BCS3,2022-03-01T10:26:00.000+01:00,20220301_20220331,true,""
EHAM,EDDW,2080,E190,2022-03-01T10:29:07.000+01:00,20220301_20220331,true,""
EHAM,EIDW,4625,B738,2022-03-01T10:30:16.000+01:00,20220301_20220331,true,""
EHAM,EDDS,2999,E75L,2022-03-01T10:33:30.000+01:00,20220301_20220331,true,""
EHAM,EKCH,3376,B738,2022-03-01T10:34:03.000+01:00,20220301_20220331,true,""
EHAM,EPWA,5611,B738,2022-03-01T10:36:14.000+01:00,20220301_20220331,true,""
EHAM,ENGM,5256,B739,2022-03-01T10:40:48.000+01:00,20220301_20220331,true,""
EHAM,EGLL,3259,B738,2022-03-01T10:42:08.000+01:00,20220301_20220331,true,""
EHAM,LIPE,4942,E190,2022-03-01T10:53:33.000+01:00,20220301_20220331,true,""
EHAM,EGLL,2915,A319,2022-03-01T11:08:51.000+01:00,20220301_20220331,true,""
EHAM,LFBO,4989,B737,2022-03-01T11:11:42.000+01:00,20220301_20220331,true,""
EHAM,LEZG,6252,B77L,2022-03-01T11:14:31.000+01:00,20220301_20220331,true,""
EHAM,ESSA,5369,B738,2022-03-01T11:18:53.000+01:00,20220301_20220331,true,""
EHAM,EPWA,5795,E195,2022-03-01T11:20:09.000+01:00,20220301_20220331,true,""
EHAM,LEMD,6894,B788,2022-03-01T11:21:35.000+01:00,20220301_20220331,true,""
EHAM,EDDF,2885,A320,2022-03-01T11:28:52.000+01:00,20220301_20220331,true,""
EHAM,ESSA,5741,CRJ9,2022-03-01T11:30:04.000+01:00,20220301_20220331,true,""
EHRD,LOWI,4041,B738,2022-03-01T11:38:08.000+01:00,20220301_20220331,true,""
EHAM,ELLX,2374,B748,2022-03-01T11:45:42.000+01:00,20220301_20220331,true,""
EHAM,EGPD,4758,E190,2022-03-01T11:49:09.000+01:00,20220301_20220331,true,""
EHAM,LROP,8635,A318,2022-03-01T11:49:13.000+01:00,20220301_20220331,true,""
EHAM,EFHK,7348,A321,2022-03-01T11:53:51.000+01:00,20220301_20220331,true,""
EHAM,LIMJ,4947,E190,2022-03-01T11:58:00.000+01:00,20220301_20220331,true,""
EHAM,EGKK,2854,A320,2022-03-01T12:04:14.000+01:00,20220301_20220331,true,""
EHAM,LFXA,3532,B737,2022-03-01T12:04:46.000+01:00,20220301_20220331,true,""
EHAM,LIML,5813,E75L,2022-03-01T12:05:36.000+01:00,20220301_20220331,true,""
EHAM,EICK,5218,E75L,2022-03-01T12:07:30.000+01:00,20220301_20220331,true,""
EHAM,EIDW,4785,B738,2022-03-01T12:09:01.000+01:00,20220301_20220331,true,""
EHAM,LIML,4532,A320,2022-03-01T12:09:11.000+01:00,20220301_20220331,true,""
EHAM,ENBR,4858,E190,2022-03-01T12:12:00.000+01:00,20220301_20220331,true,""
EHAM,LIRF,6466,A319,2022-03-01T12:14:01.000+01:00,20220301_20220331,true,""
EHAM,ESGG,3921,B737,2022-03-01T12:18:35.000+01:00,20220301_20220331,true,""
EHAM,ENCN,3791,E75L,2022-03-01T12:21:47.000+01:00,20220301_20220331,true,""
EHAM,LKPR,3892,B739,2022-03-01T12:24:07.000+01:00,20220301_20220331,true,""
EHAM,EKBI,3022,E75L,2022-03-01T12:25:37.000+01:00,20220301_20220331,true,""
EHAM,EGPH,4059,E190,2022-03-01T12:27:20.000+01:00,20220301_20220331,true,""
EHAM,EGNT,3838,E190,2022-03-01T12:30:55.000+01:00,20220301_20220331,true,""
EHAM,LSGG,4335,E190,2022-03-01T12:35:07.000+01:00,20220301_20220331,true,""
EHAM,EKCH,3488,E190,2022-03-01T12:35:21.000+01:00,20220301_20220331,true,""
EHAM,LSZM,3435,A319,2022-03-01T12:40:07.000+01:00,20220301_20220331,true,""
EHAM,LFPG,2927,B738,2022-03-01T12:41:34.000+01:00,20220301_20220331,true,""
EHEH,LBSF,8222,B738,2022-03-01T12:42:34.000+01:00,20220301_20220331,true,""
EHAM,EDDB,3352,E75L,2022-03-01T12:46:30.000+01:00,20220301_20220331,true,""
EHAM,LGAV,9510,A321,2022-03-01T12:57:22.000+01:00,20220301_20220331,true,""
EHAM,ELLX,2448,B744,2022-03-01T13:08:24.000+01:00,20220301_20220331,true,""
EHAM,EDDH,2526,E190,2022-03-01T13:18:32.000+01:00,20220301_20220331,true,""
EHAM,BIKF,10445,B763,2022-03-01T13:22:23.000+01:00,20220301_20220331,true,""
EHEH,LOWS,3687,B738,2022-03-01T13:23:00.000+01:00,20220301_20220331,true,""
EHAM,EDDM,3706,CRJ9,2022-03-01T13:29:43.000+01:00,20220301_20220331,true,""
EHAM,LEMD,7517,B739,2022-03-01T13:39:31.000+01:00,20220301_20220331,true,""
EHBK,LKPR,4019,A332,2022-03-01T14:07:00.000+01:00,20220301_20220331,true,""
EHAM,EFHK,7053,B738,2022-03-01T14:10:47.000+01:00,20220301_20220331,true,""
EHAM,LFPG,2855,A319,2022-03-01T14:17:12.000+01:00,20220301_20220331,true,""
EHAM,EIDW,4659,B738,2022-03-01T14:19:06.000+01:00,20220301_20220331,true,""
EHAM,EGLL,2954,A319,2022-03-01T14:20:15.000+01:00,20220301_20220331,true,""
EHAM,EPWA,5789,E190,2022-03-01T14:22:07.000+01:00,20220301_20220331,true,""
EHAM,LIRF,6258,B738,2022-03-01T14:24:10.000+01:00,20220301_20220331,true,""
EHEH,EPKT,4916,A320,2022-03-01T14:25:43.000+01:00,20220301_20220331,true,""
EHAM,LFBO,5188,E190,2022-03-01T14:29:00.000+01:00,20220301_20220331,true,""
EHBK,EGKK,3577,A320,2022-03-01T14:33:09.000+01:00,20220301_20220331,true,""
EHAM,EPKK,5443,E190,2022-03-01T14:37:42.000+01:00,20220301_20220331,true,""
EHEH,EPWR,4060,A320,2022-03-01T14:39:34.000+01:00,20220301_20220331,true,""
EHAM,EDDF,3017,B763,2022-03-01T14:46:10.000+01:00,20220301_20220331,true,""
EHAM,LFMN,5257,E75L,2022-03-01T14:47:05.000+01:00,20220301_20220331,true,""
