origin,destination,time_difference,typecode,firstseen,filename,is_during_covid,lockdown_name
EHAM,LEMH,7093,B738,2021-08-01T05:07:06.000+02:00,20210801_20210831,true,""
EHAM,LEMG,9400,B738,2021-08-01T05:19:15.000+02:00,20210801_20210831,true,""
EHAM,LEIB,8210,B738,2021-08-01T05:29:37.000+02:00,20210801_20210831,true,""
EHAM,LEPA,7154,B738,2021-08-01T06:02:30.000+02:00,20210801_20210831,true,""
EHAM,LPFR,9910,B738,2021-08-01T06:10:45.000+02:00,20210801_20210831,true,""
EHAM,LEBL,6457,B737,2021-08-01T06:28:51.000+02:00,20210801_20210831,true,""
EHAM,LGSA,11292,B738,2021-08-01T06:30:04.000+02:00,20210801_20210831,true,""
EHAM,ESSA,5841,E190,2021-08-01T06:59:44.000+02:00,20210801_20210831,true,""
EHAM,EDDB,3665,E75L,2021-08-01T07:04:51.000+02:00,20210801_20210831,true,""
EHAM,LGKO,11400,B738,2021-08-01T07:08:08.000+02:00,20210801_20210831,true,""
EHAM,LOWW,5313,E195,2021-08-01T07:12:45.000+02:00,20210801_20210831,true,""
EHRD,LEMG,9406,B738,2021-08-01T07:13:12.000+02:00,20210801_20210831,true,""
EHAM,LJLJ,5266,B738,2021-08-01T07:14:43.000+02:00,20210801_20210831,true,""
EHEH,LEZL,8716,B738,2021-08-01T07:15:11.000+02:00,20210801_20210831,true,""
EHEH,LEAL,7645,B738,2021-08-01T07:17:15.000+02:00,20210801_20210831,true,""
EHAM,LEAL,8241,B738,2021-08-01T07:20:05.000+02:00,20210801_20210831,true,""
EHRD,LEAL,8031,B737,2021-08-01T07:26:38.000+02:00,20210801_20210831,true,""
EHAM,LGKO,11288,B738,2021-08-01T07:29:40.000+02:00,20210801_20210831,true,""
EHAM,EKCH,3811,E75L,2021-08-01T07:32:27.000+02:00,20210801_20210831,true,""
EHAM,LPFR,9818,A319,2021-08-01T07:33:34.000+02:00,20210801_20210831,true,""
EHAM,LICC,9016,B738,2021-08-01T07:35:05.000+02:00,20210801_20210831,true,""
EHAM,LPPT,8977,A319,2021-08-01T07:38:50.000+02:00,20210801_20210831,true,""
EHAM,LOWI,4056,B738,2021-08-01T07:40:14.000+02:00,20210801_20210831,true,""
EHAM,LEMG,9090,B738,2021-08-01T07:41:45.000+02:00,20210801_20210831,true,""
EHEH,LEMG,9353,B738,2021-08-01T07:42:24.000+02:00,20210801_20210831,true,""
EHAM,LGRP,12016,B738,2021-08-01T07:50:54.000+02:00,20210801_20210831,true,""
EHAM,LGKO,10843,B763,2021-08-01T07:52:16.000+02:00,20210801_20210831,true,""
EHRD,LPFR,10130,B737,2021-08-01T07:58:50.000+02:00,20210801_20210831,true,""
EHEH,LPFR,9497,B738,2021-08-01T08:01:27.000+02:00,20210801_20210831,true,""
EHAM,LFPG,2476,B738,2021-08-01T08:14:42.000+02:00,20210801_20210831,true,""
EHAM,EDDF,2678,A319,2021-08-01T08:17:51.000+02:00,20210801_20210831,true,""
EHBK,LROP,7542,A318,2021-08-01T08:19:15.000+02:00,20210801_20210831,true,""
EHEH,LGKO,10989,B738,2021-08-01T08:22:20.000+02:00,20210801_20210831,true,""
EHAM,LEBL,6185,B737,2021-08-01T08:23:50.000+02:00,20210801_20210831,true,""
EHAM,LIML,4919,E75L,2021-08-01T08:41:09.000+02:00,20210801_20210831,true,""
EHAM,LIMJ,5300,E190,2021-08-01T08:49:08.000+02:00,20210801_20210831,true,""
