origin,destination,time_difference,typecode,firstseen,filename,is_during_covid,lockdown_name
EHAM,LEIB,7505,B738,2021-07-01T05:18:24.000+02:00,20210701_20210731,true,""
EHAM,LGSM,10569,B738,2021-07-01T05:36:50.000+02:00,20210701_20210731,true,""
EHAM,LEMH,6795,B738,2021-07-01T06:28:43.000+02:00,20210701_20210731,true,""
EHAM,LEAP,5359,B738,2021-07-01T06:34:21.000+02:00,20210701_20210731,true,""
EHAM,LEMG,9656,B738,2021-07-01T06:36:45.000+02:00,20210701_20210731,true,""
EHAM,LJLJ,5093,B737,2021-07-01T06:51:35.000+02:00,20210701_20210731,true,""
EHAM,LFPG,2818,B738,2021-07-01T06:52:52.000+02:00,20210701_20210731,true,""
EHAM,LPFR,9960,B738,2021-07-01T06:54:42.000+02:00,20210701_20210731,true,""
EHAM,LEPA,6965,B738,2021-07-01T06:56:23.000+02:00,20210701_20210731,true,""
EHAM,EBMB,1421,E75L,2021-07-01T06:57:46.000+02:00,20210701_20210731,true,""
EHAM,LEAL,8037,B738,2021-07-01T06:59:48.000+02:00,20210701_20210731,true,""
EHRD,LEBL,6344,B737,2021-07-01T07:01:08.000+02:00,20210701_20210731,true,""
EHAM,ESSA,6073,E75L,2021-07-01T07:01:12.000+02:00,20210701_20210731,true,""
EHEH,LEAL,7851,B738,2021-07-01T07:06:21.000+02:00,20210701_20210731,true,""
EHRD,LEAP,5206,B737,2021-07-01T07:08:06.000+02:00,20210701_20210731,true,""
EHEH,LEZL,9028,B738,2021-07-01T07:08:13.000+02:00,20210701_20210731,true,""
EHEH,LEPA,6616,B738,2021-07-01T07:14:40.000+02:00,20210701_20210731,true,""
EHAM,EDDB,3762,E190,2021-07-01T07:19:46.000+02:00,20210701_20210731,true,""
EHAM,LGKO,11250,B738,2021-07-01T07:22:29.000+02:00,20210701_20210731,true,""
EHRD,LPFR,9878,B738,2021-07-01T07:28:08.000+02:00,20210701_20210731,true,""
EHAM,LPPT,9402,E195,2021-07-01T07:33:35.000+02:00,20210701_20210731,true,""
EHAM,LEIB,7649,B788,2021-07-01T07:35:37.000+02:00,20210701_20210731,true,""
EHAM,LGMK,10596,B738,2021-07-01T07:41:10.000+02:00,20210701_20210731,true,""
EHEH,LEMG,9269,B738,2021-07-01T07:46:08.000+02:00,20210701_20210731,true,""
EHAM,LIMC,4359,B748,2021-07-01T07:49:35.000+02:00,20210701_20210731,true,""
EHEH,LPFR,9796,B738,2021-07-01T07:57:50.000+02:00,20210701_20210731,true,""
EHAM,LPPR,8258,B738,2021-07-01T08:05:47.000+02:00,20210701_20210731,true,""
EHAM,EDDF,2659,E190,2021-07-01T08:19:10.000+02:00,20210701_20210731,true,""
EHAM,LEBL,6350,E190,2021-07-01T08:37:33.000+02:00,20210701_20210731,true,""
EHAM,LFPG,3234,B738,2021-07-01T08:40:35.000+02:00,20210701_20210731,true,""
EHAM,LIML,4829,E75L,2021-07-01T08:45:46.000+02:00,20210701_20210731,true,""
EHAM,LPPT,9444,B737,2021-07-01T09:04:35.000+02:00,20210701_20210731,true,""
EHAM,EGLL,2310,B738,2021-07-01T09:05:54.000+02:00,20210701_20210731,true,""
EHAM,LHBP,5924,E75L,2021-07-01T09:06:41.000+02:00,20210701_20210731,true,""
EHAM,EDDM,3754,CRJ9,2021-07-01T09:11:44.000+02:00,20210701_20210731,true,""
EHAM,LIPZ,4679,B738,2021-07-01T09:19:30.000+02:00,20210701_20210731,true,""
EHEH,LEIB,7480,B738,2021-07-01T09:19:46.000+02:00,20210701_20210731,true,""
EHAM,ENBR,5207,E75L,2021-07-01T09:24:51.000+02:00,20210701_20210731,true,""
EHAM,LPPT,9789,B738,2021-07-01T09:27:10.000+02:00,20210701_20210731,true,""
EHAM,EGSH,1701,E190,2021-07-01T09:29:13.000+02:00,20210701_20210731,true,""
EHAM,EGNM,2548,E190,2021-07-01T09:30:39.000+02:00,20210701_20210731,true,""
EHAM,LFHI,3848,B738,2021-07-01T09:34:30.000+02:00,20210701_20210731,true,""
EHAM,EDDF,2743,B744,2021-07-01T09:38:38.000+02:00,20210701_20210731,true,""
EHAM,ENGM,4870,B737,2021-07-01T09:38:45.000+02:00,20210701_20210731,true,""
EHAM,EDDW,2227,E75L,2021-07-01T09:42:31.000+02:00,20210701_20210731,true,""
EHAM,EDDN,3509,E75L,2021-07-01T09:45:12.000+02:00,20210701_20210731,true,""
EHAM,EGNJ,2252,E75L,2021-07-01T09:46:11.000+02:00,20210701_20210731,true,""
EHAM,LEMD,7351,B738,2021-07-01T09:48:56.000+02:00,20210701_20210731,true,""
EHAM,EPGD,4883,E75L,2021-07-01T09:50:01.000+02:00,20210701_20210731,true,""
EHAM,LFPG,2566,A320,2021-07-01T09:53:33.000+02:00,20210701_20210731,true,""
EHAM,LSZH,3622,B737,2021-07-01T09:55:05.000+02:00,20210701_20210731,true,""
EHAM,EIDW,3762,A320,2021-07-01T09:56:15.000+02:00,20210701_20210731,true,""
EHAM,LYBE,6975,E190,2021-07-01T09:57:01.000+02:00,20210701_20210731,true,""
EHAM,LFMN,5399,B738,2021-07-01T09:58:34.000+02:00,20210701_20210731,true,""
EHAM,LIRF,5910,B738,2021-07-01T10:03:33.000+02:00,20210701_20210731,true,""
EHAM,LSGG,3442,B737,2021-07-01T10:04:31.000+02:00,20210701_20210731,true,""
EHAM,ESGG,4149,E190,2021-07-01T10:04:31.000+02:00,20210701_20210731,true,""
EHAM,LIQL,4844,E190,2021-07-01T10:05:30.000+02:00,20210701_20210731,true,""
