origin,destination,time_difference,typecode,firstseen,filename,is_during_covid,lockdown_name
EHAM,EDDF,78273,B772,2019-06-30T14:33:26.000+02:00,20190701_20190731,false,""
EHAM,LEMD,6864,B788,2019-07-01T03:52:35.000+02:00,20190701_20190731,false,""
EHAM,LGIR,11365,B738,2019-07-01T05:27:26.000+02:00,20190701_20190731,false,""
EHAM,LPFR,9821,B738,2019-07-01T05:43:05.000+02:00,20190701_20190731,false,""
EHAM,LGIR,11245,B738,2019-07-01T05:46:17.000+02:00,20190701_20190731,false,""
EHAM,LEBL,6341,B738,2019-07-01T06:12:24.000+02:00,20190701_20190731,false,""
EHAM,LIBD,7598,B738,2019-07-01T06:27:02.000+02:00,20190701_20190731,false,""
EHAM,LEZL,9334,B738,2019-07-01T06:44:04.000+02:00,20190701_20190731,false,""
EHAM,LFPG,3086,B738,2019-07-01T06:46:52.000+02:00,20190701_20190731,false,""
EHAM,LJLJ,4869,B738,2019-07-01T06:50:48.000+02:00,20190701_20190731,false,""
EHAM,LOWW,4675,B738,2019-07-01T06:57:25.000+02:00,20190701_20190731,false,""
EHAM,ESSA,5440,B738,2019-07-01T06:57:37.000+02:00,20190701_20190731,false,""
EHAM,LGAV,10406,B738,2019-07-01T06:57:53.000+02:00,20190701_20190731,false,""
EHAM,LGSM,10339,B738,2019-07-01T07:04:36.000+02:00,20190701_20190731,false,""
EHAM,LEMG,9945,B738,2019-07-01T07:06:55.000+02:00,20190701_20190731,false,""
EHRD,EGLC,2340,E190,2019-07-01T07:08:29.000+02:00,20190701_20190731,false,""
EHAM,EDDL,1396,E190,2019-07-01T07:08:42.000+02:00,20190701_20190731,false,""
EHAM,ENGM,4619,E190,2019-07-01T07:09:29.000+02:00,20190701_20190731,false,""
EHRD,LIRF,6659,B738,2019-07-01T07:11:18.000+02:00,20190701_20190731,false,""
EHAM,LEAL,7952,B738,2019-07-01T07:12:55.000+02:00,20190701_20190731,false,""
EHRD,LEBL,6584,B737,2019-07-01T07:13:13.000+02:00,20190701_20190731,false,""
EHAM,EDDT,3252,B737,2019-07-01T07:13:20.000+02:00,20190701_20190731,false,""
EHEH,EKCH,3533,B738,2019-07-01T07:13:36.000+02:00,20190701_20190731,false,""
EHAM,LPPT,9789,A320,2019-07-01T07:15:46.000+02:00,20190701_20190731,false,""
EHAM,LOWW,5014,A320,2019-07-01T07:15:50.000+02:00,20190701_20190731,false,""
EHRD,LPFR,9486,B738,2019-07-01T07:16:53.000+02:00,20190701_20190731,false,""
EHAM,LGIR,11502,B738,2019-07-01T07:19:14.000+02:00,20190701_20190731,false,""
EHAM,EGLC,2829,E170,2019-07-01T07:20:05.000+02:00,20190701_20190731,false,""
EHAM,LPFR,9587,B738,2019-07-01T07:21:11.000+02:00,20190701_20190731,false,""
EHAM,LEMD,7604,B738,2019-07-01T07:23:33.000+02:00,20190701_20190731,false,""
EHAM,LSZH,4236,A320,2019-07-01T07:26:52.000+02:00,20190701_20190731,false,""
EHAM,LIRF,6987,B739,2019-07-01T07:33:19.000+02:00,20190701_20190731,false,""
EHAM,EGLL,2837,B737,2019-07-01T07:34:23.000+02:00,20190701_20190731,false,""
EHAM,EKCH,3264,B738,2019-07-01T07:36:49.000+02:00,20190701_20190731,false,""
EHAM,LIML,4388,A319,2019-07-01T07:38:03.000+02:00,20190701_20190731,false,""
EHAM,EDDM,3509,B737,2019-07-01T07:40:57.000+02:00,20190701_20190731,false,""
EHEH,LPFR,9660,B738,2019-07-01T07:44:37.000+02:00,20190701_20190731,false,""
EHAM,LPFR,9698,B738,2019-07-01T07:47:26.000+02:00,20190701_20190731,false,""
EHAM,EPWA,5188,E75S,2019-07-01T07:47:59.000+02:00,20190701_20190731,false,""
EHAM,LFPG,2769,B738,2019-07-01T07:51:19.000+02:00,20190701_20190731,false,""
EHAM,EDDM,3958,A320,2019-07-01T07:52:23.000+02:00,20190701_20190731,false,""
EHAM,LGSR,11553,B738,2019-07-01T07:53:40.000+02:00,20190701_20190731,false,""
EHAM,LEBL,6414,A320,2019-07-01T07:58:30.000+02:00,20190701_20190731,false,""
EHAM,EGLL,3392,A319,2019-07-01T08:01:20.000+02:00,20190701_20190731,false,""
EHAM,LFLL,4268,E75L,2019-07-01T08:02:17.000+02:00,20190701_20190731,false,""
EHAM,ESGG,3595,E75L,2019-07-01T08:04:33.000+02:00,20190701_20190731,false,""
EHEH,LPPT,9412,B738,2019-07-01T08:05:37.000+02:00,20190701_20190731,false,""
EHAM,LEMD,9344,A320,2019-07-01T08:10:40.000+02:00,20190701_20190731,false,""
EHAM,EDDS,3383,E75L,2019-07-01T08:11:30.000+02:00,20190701_20190731,false,""
EHEH,LKVO,3271,B738,2019-07-01T08:12:17.000+02:00,20190701_20190731,false,""
EHEH,LEMG,9614,B738,2019-07-01T08:15:04.000+02:00,20190701_20190731,false,""
EHAM,EGPH,4015,B738,2019-07-01T08:20:30.000+02:00,20190701_20190731,false,""
EHAM,LFPG,2643,B738,2019-07-01T08:21:45.000+02:00,20190701_20190731,false,""
EHAM,LGIR,11741,B763,2019-07-01T08:23:06.000+02:00,20190701_20190731,false,""
EHAM,ENZV,4011,E75L,2019-07-01T08:26:36.000+02:00,20190701_20190731,false,""
EHAM,LEBL,6449,B738,2019-07-01T08:29:30.000+02:00,20190701_20190731,false,""
EHAM,EGCC,3519,B737,2019-07-01T08:30:00.000+02:00,20190701_20190731,false,""
EHAM,LSZM,3673,A319,2019-07-01T08:41:40.000+02:00,20190701_20190731,false,""
EHAM,EDDH,2478,A319,2019-07-01T08:43:11.000+02:00,20190701_20190731,false,""
EHAM,LIML,4580,B737,2019-07-01T08:51:00.000+02:00,20190701_20190731,false,""
