origin,destination,time_difference,typecode,firstseen,filename,is_during_covid,lockdown_name
EHAM,LIBD,7316,B738,2021-04-01T06:44:28.000+02:00,20210401_20210430,true,Tweede lockdown:
EHEH,LEMG,9251,B738,2021-04-01T07:53:15.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LIMC,4471,B748,2021-04-01T08:11:48.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LFPG,2826,B737,2021-04-01T08:26:51.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LPPR,8362,E190,2021-04-01T09:20:00.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LIPZ,5007,E75L,2021-04-01T09:23:23.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LFBO,5329,E75L,2021-04-01T09:27:30.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LFXA,4107,E75L,2021-04-01T09:29:02.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EGPF,4255,E75L,2021-04-01T09:30:03.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LFBD,4843,E75L,2021-04-01T09:30:36.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LEMD,7497,B738,2021-04-01T09:37:29.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LROP,8169,B737,2021-04-01T09:42:11.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,ELLX,2265,E190,2021-04-01T09:42:35.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EPGD,5090,E75L,2021-04-01T09:43:08.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EDDS,2795,E75L,2021-04-01T09:44:58.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LSGG,3797,B737,2021-04-01T09:45:04.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EPKK,5218,E75L,2021-04-01T09:47:00.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LIRF,6398,B737,2021-04-01T09:48:50.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EKCH,3808,B737,2021-04-01T09:49:21.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LSZH,3414,B737,2021-04-01T09:51:22.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EGLL,2996,B739,2021-04-01T09:52:33.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EFHK,7557,E75L,2021-04-01T10:02:00.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EDDF,2445,E190,2021-04-01T10:04:30.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EIDW,4422,B738,2021-04-01T10:04:32.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EGPH,3802,E75L,2021-04-01T10:10:01.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LEMG,9425,B738,2021-04-01T10:13:36.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,ENZV,4671,E75L,2021-04-01T10:19:30.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LFPG,2904,A321,2021-04-01T10:23:30.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LEBL,6359,B737,2021-04-01T10:28:14.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EIDW,4101,A320,2021-04-01T10:32:55.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EGCC,2825,B737,2021-04-01T10:46:30.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EGNT,3259,E190,2021-04-01T10:57:34.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EPWA,5687,E75S,2021-04-01T11:03:42.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EDDH,2750,E75L,2021-04-01T11:05:04.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,ESSA,5866,B737,2021-04-01T11:07:00.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LEMD,7233,B738,2021-04-01T11:10:17.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,EDDF,2408,E190,2021-04-01T11:32:44.000+02:00,20210401_20210430,true,Tweede lockdown:
EHAM,LDZA,6553,DH8D,2021-04-01T11:34:11.000+02:00,20210401_20210430,true,Tweede lockdown:
