origin,destination,time_difference,typecode,firstseen,filename,is_during_covid,lockdown_name
EHAM,LGKO,11603,B738,2022-05-01T05:13:24.000+02:00,20220501_20220531,true,""
EHAM,LEIB,7217,B738,2022-05-01T06:07:42.000+02:00,20220501_20220531,true,""
EHAM,LEBL,5926,B738,2022-05-01T06:26:53.000+02:00,20220501_20220531,true,""
EHAM,LGKO,11512,B738,2022-05-01T06:31:30.000+02:00,20220501_20220531,true,""
EHAM,LJLJ,5164,B737,2022-05-01T06:52:17.000+02:00,20220501_20220531,true,""
EHAM,LGRP,11678,B738,2022-05-01T06:54:21.000+02:00,20220501_20220531,true,""
EHAM,LOWW,5198,B738,2022-05-01T07:04:33.000+02:00,20220501_20220531,true,""
EHEH,LKPR,4051,B738,2022-05-01T07:07:53.000+02:00,20220501_20220531,true,""
EHAM,ESSA,5813,B738,2022-05-01T07:08:29.000+02:00,20220501_20220531,true,""
EHAM,EFHK,7360,E75L,2022-05-01T07:10:07.000+02:00,20220501_20220531,true,""
EHEH,LEIB,6775,B738,2022-05-01T07:10:26.000+02:00,20220501_20220531,true,""
EHAM,EDDB,3196,B737,2022-05-01T07:11:11.000+02:00,20220501_20220531,true,""
EHAM,LKPR,3969,E190,2022-05-01T07:12:48.000+02:00,20220501_20220531,true,""
EHRD,LEAP,5245,B737,2022-05-01T07:13:46.000+02:00,20220501_20220531,true,""
EHAM,ENGM,5201,E75L,2022-05-01T07:14:07.000+02:00,20220501_20220531,true,""
EHEH,LEAL,7895,B738,2022-05-01T07:16:24.000+02:00,20220501_20220531,true,""
EHAM,EDDH,2464,E75L,2022-05-01T07:16:50.000+02:00,20220501_20220531,true,""
EHAM,LSZH,3721,E190,2022-05-01T07:17:41.000+02:00,20220501_20220531,true,""
EHAM,LEPA,6639,B738,2022-05-01T07:20:04.000+02:00,20220501_20220531,true,""
EHAM,LEMD,7144,B738,2022-05-01T07:26:19.000+02:00,20220501_20220531,true,""
EHAM,LEAL,8509,A320,2022-05-01T07:26:26.000+02:00,20220501_20220531,true,""
EHAM,LFHN,3905,E190,2022-05-01T07:28:16.000+02:00,20220501_20220531,true,""
EHAM,LOWI,4246,B738,2022-05-01T07:30:11.000+02:00,20220501_20220531,true,""
EHRD,LEIB,7022,B737,2022-05-01T07:30:24.000+02:00,20220501_20220531,true,""
EHAM,EDDM,3697,E190,2022-05-01T07:31:10.000+02:00,20220501_20220531,true,""
EHAM,LPPT,9934,A321,2022-05-01T07:31:54.000+02:00,20220501_20220531,true,""
EHEH,LGRP,11128,B738,2022-05-01T07:37:51.000+02:00,20220501_20220531,true,""
EHAM,LOWW,5364,A321,2022-05-01T07:38:27.000+02:00,20220501_20220531,true,""
EHAM,EGLL,2745,B738,2022-05-01T07:43:42.000+02:00,20220501_20220531,true,""
EHEH,EPKK,5152,B738,2022-05-01T07:43:44.000+02:00,20220501_20220531,true,""
EHAM,EKCH,3418,E190,2022-05-01T07:44:24.000+02:00,20220501_20220531,true,""
EHEH,LGKO,11071,B738,2022-05-01T07:45:57.000+02:00,20220501_20220531,true,""
EHAM,LIRF,6260,B738,2022-05-01T07:46:03.000+02:00,20220501_20220531,true,""
EHAM,ESGG,4189,E75L,2022-05-01T07:57:05.000+02:00,20220501_20220531,true,""
EHAM,LEMD,7256,A320,2022-05-01T07:58:33.000+02:00,20220501_20220531,true,""
EHBK,LROP,8429,A318,2022-05-01T08:00:30.000+02:00,20220501_20220531,true,""
EHAM,EGCC,2922,B738,2022-05-01T08:09:16.000+02:00,20220501_20220531,true,""
EHAM,EGPH,3566,E190,2022-05-01T08:16:22.000+02:00,20220501_20220531,true,""
EHAM,EGLL,3421,A320,2022-05-01T08:17:45.000+02:00,20220501_20220531,true,""
EHAM,LFPG,2884,B738,2022-05-01T08:19:11.000+02:00,20220501_20220531,true,""
EHAM,EDDS,3075,E75L,2022-05-01T08:19:43.000+02:00,20220501_20220531,true,""
EHAM,EDDF,2604,A320,2022-05-01T08:21:34.000+02:00,20220501_20220531,true,""
EHEH,LEZL,8702,B738,2022-05-01T08:23:57.000+02:00,20220501_20220531,true,""
EHAM,EGPD,4264,E75L,2022-05-01T08:26:03.000+02:00,20220501_20220531,true,""
