origin,destination,time_difference,typecode,firstseen,filename,is_during_covid,lockdown_name
EHAM,EGNX,2743,B734,2020-10-01T03:13:24.000+02:00,20201001_20201031,true,""
EHAM,LPFR,9763,B738,2020-10-01T06:14:46.000+02:00,20201001_20201031,true,""
EHAM,ESSA,5670,B737,2020-10-01T06:51:12.000+02:00,20201001_20201031,true,""
EHRD,LEAL,8040,B737,2020-10-01T07:00:29.000+02:00,20201001_20201031,true,""
EHAM,LIEO,7022,B738,2020-10-01T07:16:05.000+02:00,20201001_20201031,true,""
EHAM,EKCH,3635,E75L,2020-10-01T07:24:24.000+02:00,20201001_20201031,true,""
EHAM,LIMC,4515,B748,2020-10-01T07:37:50.000+02:00,20201001_20201031,true,""
EHAM,LIBD,7254,B738,2020-10-01T07:42:35.000+02:00,20201001_20201031,true,""
EHAM,ESGG,4153,E75L,2020-10-01T07:43:36.000+02:00,20201001_20201031,true,""
EHEH,LEMG,9144,B738,2020-10-01T07:53:14.000+02:00,20201001_20201031,true,""
EHRD,LPFR,9553,B737,2020-10-01T07:56:05.000+02:00,20201001_20201031,true,""
EHEH,LEAL,7959,B738,2020-10-01T07:57:59.000+02:00,20201001_20201031,true,""
EHAM,EDDS,3535,E75L,2020-10-01T07:58:12.000+02:00,20201001_20201031,true,""
EHAM,EGCC,2794,B737,2020-10-01T08:03:03.000+02:00,20201001_20201031,true,""
EHAM,LFPG,2791,B738,2020-10-01T08:07:22.000+02:00,20201001_20201031,true,""
EHAM,ENZV,3825,E75L,2020-10-01T08:16:30.000+02:00,20201001_20201031,true,""
EHAM,EGBB,2893,B738,2020-10-01T08:23:29.000+02:00,20201001_20201031,true,""
EHAM,EKBI,2818,E75L,2020-10-01T08:29:08.000+02:00,20201001_20201031,true,""
EHAM,EGLL,2483,B737,2020-10-01T08:37:44.000+02:00,20201001_20201031,true,""
EHAM,LHBP,6231,B737,2020-10-01T08:50:33.000+02:00,20201001_20201031,true,""
EHAM,EBBR,1505,E75L,2020-10-01T08:58:14.000+02:00,20201001_20201031,true,""
EHAM,EDDM,3627,CRJ9,2020-10-01T09:02:12.000+02:00,20201001_20201031,true,""
EHAM,LPPT,9279,B737,2020-10-01T09:04:42.000+02:00,20201001_20201031,true,""
EHAM,ELLX,2543,E75L,2020-10-01T09:06:50.000+02:00,20201001_20201031,true,""
EHAM,LFBO,5600,E75L,2020-10-01T09:08:39.000+02:00,20201001_20201031,true,""
EHAM,LPPR,8188,B737,2020-10-01T09:09:56.000+02:00,20201001_20201031,true,""
EHEH,LEIB,7609,B738,2020-10-01T09:10:54.000+02:00,20201001_20201031,true,""
EHAM,ENGM,4771,B737,2020-10-01T09:18:49.000+02:00,20201001_20201031,true,""
EHEH,EPLB,5994,A321,2020-10-01T09:22:33.000+02:00,20201001_20201031,true,""
EHAM,LIPZ,5063,B738,2020-10-01T09:22:36.000+02:00,20201001_20201031,true,""
EHAM,ENBR,4170,B737,2020-10-01T09:25:55.000+02:00,20201001_20201031,true,""
EHAM,LEMD,7559,B738,2020-10-01T09:27:30.000+02:00,20201001_20201031,true,""
