ADES,year,avg_delay_departure,avg_delay_destination,avg_total_delay
LGKL,2021,45.875,537.25,583.125
LYBE,2020,173.4655172413793,323.42241379310343,496.88793103448273
LGPZ,2020,58.89655172413793,231.24137931034483,290.13793103448273
EPKT,2021,100.47916666666667,120.9375,221.41666666666666
EPWA,2021,149.4896551724138,1.0689655172413792,150.55862068965519
EIDW,2021,83.17447916666667,176.24609375,259.4205729166667
EFHK,2021,104.59677419354838,449.073732718894,553.6705069124424
LDZA,2021,224.70473537604457,369.44289693593316,594.1476323119778
ESMS,2021,376.0,2940.0,3316.0
LIRP,2021,205.19230769230768,533.8846153846154,739.0769230769231
LEAM,2021,-52.26315789473684,-153.68421052631578,-205.94736842105263
EGTK,2021,-720.0,43.0,-677.0
LIBR,2021,85.58333333333333,142.97222222222223,228.55555555555554
EDDK,2021,1300.8,883.0,2183.8
EDHI,2021,-1035.0,-273.0,-1308.0
ENZV,2020,-194.5115207373272,59.327188940092164,-135.18433179723502
LFMN,2020,-36.41554054054054,-125.9358108108108,-162.35135135135135
EDDK,2020,-566.6666666666666,-625.1666666666666,-1191.8333333333333
EGLL,2020,-69.70431472081218,483.6802030456853,413.9758883248731
LGZA,2020,-222.51351351351352,-255.21621621621622,-477.72972972972974
LEPA,2021,341.78851174934726,404.99477806788514,746.7832898172323
LGKL,2020,60.0,320.6363636363636,380.6363636363636
EDDV,2021,-21.434782608695652,76.57971014492753,55.14492753623188
EFKT,2021,435.0,851.875,1286.875
EGAA,2020,-122.08823529411765,284.5882352941176,162.5
LEJR,2021,-360.0,-1005.0,-1365.0
ESSA,2020,-10.40169133192389,266.6384778012685,256.2367864693446
LIPX,2021,158.88732394366198,285.7042253521127,444.59154929577466
EGLF,2021,-225.0,559.0,334.0
LQSA,2020,540.0,744.0,1284.0
ENVA,2021,16.851063829787233,348.7163120567376,365.5673758865248
EGSH,2020,-295.90434782608696,-203.88695652173914,-499.7913043478261
LIPE,2020,119.21917808219177,278.0068493150685,397.2260273972603
LIMF,2020,79.77142857142857,532.2714285714286,612.0428571428571
LBWN,2020,-121.02380952380952,-491.6190476190476,-612.6428571428571
LFQQ,2021,600.0,396.0,996.0
LSZB,2021,-648.5,93.5,-555.0
LKMT,2020,480.0,-132.0,348.0
LRCK,2021,7.0,-851.6666666666666,-844.6666666666666
EBAW,2021,-420.0,82.0,-338.0
EGHH,2021,1380.0,1606.0,2986.0
LXGB,2021,-60.0,943.0,883.0
EDDE,2021,240.0,-544.0,-304.0
