AC Type,year,avg_delay_departure,avg_delay_destination,avg_total_delay,avg_filed_duration,avg_actual_duration
AT76,2018,-358.30980392156863,-628.0274509803921,-986.3372549019608,4785.819607843137,3799.4823529411765
A306,2016,194.43367346938774,41.234693877551024,235.66836734693877,4706.505102040816,4942.173469387755
B738,2019,510.10391986901664,503.66382548396416,1013.7677453529808,6983.682654338823,7997.450399691804
A321,2016,572.0178571428571,651.0631868131868,1223.081043956044,5650.557692307692,6873.638736263736
E145,2015,-50.78210678210678,89.3924963924964,38.61038961038961,4698.643578643579,4737.253968253968
SW4,2015,-413.3863636363636,-706.8977272727273,-1120.284090909091,4557.102272727273,3436.818181818182
E135,2015,-297.8,-231.78,-529.58,4928.1,4398.52
B753,2019,1340.0,771.3333333333334,2111.3333333333335,11844.916666666666,13956.25
B735,2016,341.9580838323353,368.5568862275449,710.5149700598803,7948.383233532934,8658.898203592815
E145,2018,368.96666666666664,260.55185185185184,629.5185185185185,4104.974074074074,4734.492592592593
AT72,2016,-222.31578947368422,-449.45112781954884,-671.7669172932331,5535.7819548872185,4864.015037593985
B788,2016,753.9565217391304,224.0,977.9565217391304,6068.347826086957,7046.304347826087
B763,2015,634.4044117647059,1228.75,1863.1544117647059,4270.10294117647,6133.257352941177
AN12,2015,-322.25,-625.5,-947.75,6688.0,5740.25
CRJ2,2018,201.9,383.0,584.9,4201.125,4786.025
ATP,2015,-123.31764705882352,-535.8352941176471,-659.1529411764706,6180.858823529412,5521.705882352941
A306,2019,543.9032258064516,678.6344086021505,1222.5376344086021,5491.956989247312,6714.4946236559135
F100,2019,722.4117647058823,334.29411764705884,1056.7058823529412,6251.764705882353,7308.470588235294
D328,2016,-119.47777777777777,-594.3,-713.7777777777778,5634.3,4920.522222222222
SB20,2015,0.0,-920.5,-920.5,5060.0,4139.5
DH8D,2015,58.42058562555457,-345.8527062999113,-287.4321206743567,5799.890860692103,5512.458740017746
BCS3,2018,408.27906976744185,496.9441860465116,905.2232558139535,7095.906976744186,8001.130232558139
AT75,2015,-470.6521739130435,-443.57971014492756,-914.231884057971,4600.521739130435,3686.289855072464
CRJ7,2019,655.9388379204893,503.80428134556576,1159.7431192660551,4813.146788990825,5972.8899082568805
B739,2018,416.21145745577087,503.4195450716091,919.6310025273799,6068.843302443134,6988.474304970514
B736,2016,197.3578947368421,159.53684210526316,356.89473684210526,6702.357894736842,7059.252631578947
JS32,2015,30.470588235294116,-272.2352941176471,-241.76470588235293,4924.176470588235,4682.411764705882
E145,2019,704.4772727272727,619.6780303030303,1324.155303030303,3965.810606060606,5289.965909090909
AN12,2018,-66.95744680851064,-924.0851063829788,-991.0425531914893,8672.936170212766,7681.893617021276
A321,2015,414.7945492662474,567.8008385744234,982.5953878406708,4917.554507337526,5900.149895178197
D328,2015,-366.3,-884.8333333333334,-1251.1333333333334,5519.777777777777,4268.644444444444
A343,2018,370.0,417.8333333333333,787.8333333333334,3502.5,4290.333333333333
B763,2016,923.8242677824268,1172.062761506276,2095.8870292887027,6323.761506276151,8419.648535564853
RJ85,2018,661.9803921568628,504.15686274509807,1166.137254901961,5656.0392156862745,6822.176470588235
E120,2018,-114.75384615384615,283.5230769230769,168.76923076923077,3548.9538461538464,3717.723076923077
B772,2015,77.5,291.875,369.375,5316.208333333333,5685.583333333333
CRJ2,2016,-52.94117647058823,-75.41176470588235,-128.35294117647058,4676.705882352941,4548.35294117647
B739,2019,442.12062812276946,565.3004996431121,1007.4211277658815,6125.850820842255,7133.271948608137
B77L,2015,81.6875,104.63602941176471,186.3235294117647,4874.716911764706,5061.04044117647
CRJX,2015,72.33333333333333,457.3333333333333,529.6666666666666,5074.333333333333,5604.0
A321,2018,790.406920718353,684.8655278142794,1475.2724485326326,6421.897065265002,7897.169513797635
B744,2016,562.7340425531914,659.2553191489362,1221.9893617021276,4400.329787234043,5622.31914893617
SF34,2019,208.57142857142858,1097.0,1305.5714285714287,5810.857142857143,7116.428571428572
E135,2016,-96.40816326530613,96.18367346938776,-0.22448979591836735,4330.530612244898,4330.306122448979
RJ1H,2016,488.8723404255319,501.8723404255319,990.7446808510638,5123.31914893617,6114.063829787234
E75S,2018,363.4901639344262,386.01311475409835,749.5032786885246,4218.814754098361,4968.318032786885
AT72,2019,-341.1333333333333,-964.8,-1305.9333333333334,6692.844444444445,5386.9111111111115
B753,2018,1227.2727272727273,653.8181818181819,1881.090909090909,11355.636363636364,13236.727272727272
F50,2016,47.449101796407184,-28.18562874251497,19.263473053892216,4741.413173652694,4760.676646706587
B77L,2018,99.23529411764706,381.70588235294116,480.94117647058823,4747.579185520362,5228.52036199095
AT43,2016,118.16666666666667,-230.0,-111.83333333333333,5164.5,5052.666666666667
F100,2017,157.70212765957447,88.36170212765957,246.06382978723406,7277.787234042553,7523.851063829788
AT72,2015,-235.57692307692307,-570.8653846153846,-806.4423076923077,5539.846153846154,4733.403846153846
A343,2017,431.0,115.0,546.0,6619.5,7165.5
JS32,2017,105.82352941176471,-94.11764705882354,11.705882352941176,6270.058823529412,6281.764705882353
F50,2017,-259.375,-475.5,-734.875,3011.625,2276.75
B77W,2016,1476.0,2099.5454545454545,3575.5454545454545,3090.909090909091,6666.454545454545
AT76,2017,-471.1732283464567,-764.7086614173228,-1235.8818897637796,4875.708661417323,3639.8267716535433
A321,2017,631.2228315054836,674.7283150548355,1305.951146560319,5997.807577268195,7303.758723828514
A333,2019,1327.5,494.25,1821.75,8186.0,10007.75
E75L,2017,166.9363799283154,182.27329749103941,349.2096774193548,4227.662186379928,4576.871863799283
B38M,2017,1040.0,878.5,1918.5,6374.333333333333,8292.833333333334
CRJ7,2017,66.04109589041096,4.86986301369863,70.91095890410959,5864.904109589041,5935.815068493151
BCS1,2017,525.0,529.1818181818181,1054.1818181818182,4551.272727272727,5605.454545454545
J328,2017,-60.0,-15.166666666666666,-75.16666666666667,3958.5,3883.3333333333335
B762,2015,436.5,645.5,1082.0,2850.5,3932.5
SW4,2017,134.0142857142857,-175.72857142857143,-41.714285714285715,5085.842857142857,5044.128571428571
A359,2018,1170.0,1337.5,2507.5,5230.0,7737.5
A306,2017,213.76439790575915,129.28795811518324,343.0523560209424,5059.0366492146595,5402.089005235602
B789,2017,-360.0,-213.0,-573.0,3198.0,2625.0
E290,2019,420.0,587.5,1007.5,7005.0,8012.5
AT73,2017,-270.0,-501.0,-771.0,4614.5,3843.5
B744,2017,584.3737373737374,712.8838383838383,1297.2575757575758,4500.020202020202,5797.277777777777
SF34,2017,-158.0,-66.25,-224.25,11175.5,10951.25
B788,2017,734.2222222222222,-899.1666666666666,-164.94444444444446,7827.0,7662.055555555556
B735,2017,508.2929936305732,562.2356687898089,1070.5286624203823,7790.0573248407645,8860.585987261147
B734,2017,381.8240740740741,190.36111111111111,572.1851851851852,5693.527777777777,6265.712962962963
B762,2017,844.5,1081.0,1925.5,6985.0,8910.5
A320,2017,475.66637391590734,463.5922713799539,939.2586452958612,5799.322977275222,6738.581622571083
B77W,2018,540.0,1146.0,1686.0,3455.0,5141.0
B737,2017,254.458540413288,251.821344493853,506.27988490714097,5608.338608422705,6114.6184933298455
SB20,2017,54.229166666666664,-389.7708333333333,-335.5416666666667,5481.229166666667,5145.6875
SF34,2018,596.7142857142857,756.5714285714286,1353.2857142857142,6486.428571428572,7839.714285714285
J328,2018,756.3333333333334,1214.8333333333333,1971.1666666666667,5968.0,7939.166666666667
B738,2017,397.70126555908547,366.36779334409664,764.0690589031822,7051.359877089735,7815.428935992917
RJ1H,2017,288.0,-19.8,268.2,4860.0,5128.2
B772,2016,3972.3333333333335,-2113.0,1859.3333333333333,14743.666666666666,16603.0
E135,2018,237.0,233.53333333333333,470.53333333333336,4760.066666666667,5230.6
MD82,2017,1800.0,2029.0,3829.0,5011.0,8840.0
B463,2017,-1800.0,-1651.0,-3451.0,5691.0,2240.0
AT72,2017,-281.41121495327104,-915.4392523364486,-1196.8504672897195,6419.373831775701,5222.523364485981
DH8A,2016,-600.0,811.0,211.0,13144.0,13355.0
E75S,2017,449.8876404494382,530.870786516854,980.7584269662922,3996.691011235955,4977.449438202248
B763,2017,965.8613445378152,1219.5714285714287,2185.4327731092435,7101.970588235294,9287.403361344537
D328,2017,70.94736842105263,-417.29824561403507,-346.35087719298247,5668.508771929824,5322.1578947368425
MD83,2019,570.0,190.0,760.0,5850.5,6610.5
A332,2017,402.09302325581393,252.7906976744186,654.8837209302326,6036.302325581395,6691.186046511628
AN12,2017,-449.6923076923077,-1267.3846153846155,-1717.076923076923,11308.153846153846,9591.076923076924
CRJ2,2017,-257.9375,-98.125,-356.0625,4936.375,4580.3125
B764,2015,2160.0,1970.0,4130.0,4328.0,8458.0
A310,2017,480.0,388.0,868.0,6295.5,7163.5
SW4,2018,108.76666666666667,-286.3666666666667,-177.6,5720.466666666666,5542.866666666667
A318,2017,238.6934306569343,-19.029197080291972,219.66423357664235,5442.963503649635,5662.6277372262775
JS41,2017,-660.0,-2408.0,-3068.0,7136.0,4068.0
E170,2017,204.76875,211.50539772727274,416.27414772727275,4301.201704545455,4717.475852272727
F70,2017,129.53739272578667,218.07764609726195,347.6150388230486,3575.494074376788,3923.1091131998364
BCS3,2017,405.69135802469134,490.9259259259259,896.6172839506173,7082.580246913581,7979.197530864198
A333,2017,1246.8666666666666,1055.3,2302.1666666666665,10431.566666666668,12733.733333333334
RJ70,2015,-1281.0,-1141.0,-2422.0,2232.0,-190.0
MD82,2019,1020.0,547.0,1567.0,9757.0,11324.0
A21N,2018,1342.5555555555557,672.3333333333334,2014.888888888889,10112.111111111111,12127.0
A20N,2017,599.5961538461538,525.0961538461538,1124.6923076923076,4101.528846153846,5226.221153846154
B736,2017,342.1774193548387,330.33870967741933,672.516129032258,6632.258064516129,7304.774193548387
DH8A,2018,60.0,-238.0,-178.0,9719.0,9541.0
B462,2018,943.8888888888889,742.1111111111111,1686.0,4936.222222222223,6622.222222222223
ATP,2016,15.45,-290.6,-275.15,5927.4,5652.25
B739,2017,424.5593087195601,483.52867242733697,908.087981146897,6180.092694422624,7088.180675569521
AT43,2017,-80.0,-454.3333333333333,-534.3333333333334,6674.333333333333,6140.0
RJ85,2017,483.158273381295,560.195443645084,1043.353717026379,4165.146282973621,5208.5
B748,2017,623.55,838.6611111111112,1462.2111111111112,4788.138888888889,6250.35
E135,2017,612.0,693.2,1305.2,4282.2,5587.4
B733,2017,488.6,386.76129032258063,875.3612903225807,6643.451612903225,7518.812903225807
B77L,2017,528.7915309446254,576.5765472312704,1105.3680781758958,4965.361563517915,6070.729641693811
CRJX,2017,567.6937984496124,683.7093023255813,1251.4031007751937,5113.418604651163,6364.821705426357
A388,2018,180.0,637.0,817.0,4413.0,5230.0
A319,2017,358.96555235024607,338.70524350924825,697.6707958594943,4986.154250806041,5683.825046665535
E190,2017,286.74772366552503,307.45351265558435,594.2012363211094,4764.365215938518,5358.566452259627
E120,2017,-98.48333333333333,-36.0,-134.48333333333332,4009.7166666666667,3875.233333333333
CRJ9,2017,367.12444444444446,373.03333333333336,740.1577777777778,5398.768888888889,6138.926666666666
B752,2017,91.80568720379146,-30.976303317535546,60.829383886255926,6640.279620853081,6701.109004739336
E145,2017,116.41433021806854,186.19158878504672,302.6059190031153,4102.993769470405,4405.5996884735205
DH8D,2017,278.94397163120567,-128.28936170212765,150.65460992907802,5137.304255319149,5287.958865248227
E195,2017,597.271186440678,522.9039548022599,1120.1751412429378,5180.6384180790965,6300.813559322034
A359,2016,1200.0,1528.0,2728.0,7997.0,10725.0
B789,2018,1344.0,644.2,1988.2,8786.8,10775.0
A343,2019,371.6666666666667,364.0,735.6666666666666,6374.666666666667,7110.333333333333
SU95,2017,469.0,614.75,1083.75,4109.75,5193.5
B753,2017,1080.0,828.8333333333334,1908.8333333333333,10717.166666666666,12626.0
BCS3,2016,471.42857142857144,557.5714285714286,1029.0,7039.142857142857,8068.142857142857
A339,2019,2400.0,1563.0,3963.0,10677.0,14640.0
RJ1H,2019,180.0,836.0,1016.0,8127.5,9143.5
B722,2019,0.0,284.0,284.0,4676.0,4960.0
RJ85,2019,-24.0,417.6,393.6,3720.0,4113.6
AT43,2019,240.0,-16.5,223.5,7038.5,7262.0
A333,2015,1151.5,1203.0,2354.5,13862.5,16217.0
B463,2015,60.0,-299.0,-239.0,6281.0,6042.0
AN72,2016,-720.0,131.0,-589.0,9197.0,8608.0
JS41,2019,-300.0,-2370.0,-2670.0,7045.0,4375.0
DH8A,2019,1380.0,774.5,2154.5,8652.0,10806.5
J328,2019,120.0,35.0,155.0,3922.5,4077.5
AT43,2018,108.5,-394.5,-286.0,10172.5,9886.5
DH8C,2017,-1320.0,-2913.0,-4233.0,8602.0,4369.0
AT75,2018,657.6923076923077,388.3076923076923,1046.0,6416.461538461538,7462.461538461538
B722,2018,60.0,160.0,220.0,4310.0,4530.0
RJ1H,2018,3300.0,2585.0,5885.0,4341.0,10226.0
MD83,2018,-120.0,-226.0,-346.0,7632.0,7286.0
B772,2017,1234.0,1722.0,2956.0,3554.5,6510.5
F50,2018,89.75,-48.0,41.75,3821.0,3862.75
MD82,2018,1464.75,1323.25,2788.0,4283.5,7071.5
AT45,2017,-306.0,-302.0,-608.0,4203.7,3595.7
DC3,2018,480.0,-336.0,144.0,3000.0,3144.0
MD83,2017,-120.0,-311.0,-431.0,3813.3333333333335,3382.3333333333335
DH8A,2017,-660.0,-556.0,-1216.0,17828.0,16612.0
