ADEP,ADES,filed_time_difference,AC Type,actual_departure,filename,is_during_covid,delay_departure,delay_arrival
EHAM,LFPG,4032,B738,2021-03-01T05:47:00.000+01:00,2021_03,true,-180,-287
EHEH,LEAL,8320,B738,2021-03-01T06:38:49.000+01:00,2021_03,true,-71,423
EHAM,LFPG,4072,B737,2021-03-01T06:48:00.000+01:00,2021_03,true,-120,-226
EHAM,LPFR,10164,B738,2021-03-01T08:06:00.000+01:00,2021_03,true,-240,-76
EHEH,EKKA,4849,B738,2021-03-01T08:00:00.000+01:00,2021_03,true,-600,-649
EHAM,EPKK,6082,E190,2021-03-01T08:19:00.000+01:00,2021_03,true,-60,-142
EHAM,LPPR,8275,E190,2021-03-01T08:18:00.000+01:00,2021_03,true,-120,573
EHAM,LFSB,4321,E75L,2021-03-01T08:20:00.000+01:00,2021_03,true,-300,38
EHAM,EBBR,2030,E190,2021-03-01T08:25:00.000+01:00,2021_03,true,0,382
EHAM,ELLX,2630,E75L,2021-03-01T08:11:00.000+01:00,2021_03,true,-840,-296
EHAM,LROP,9246,B737,2021-03-01T08:20:00.000+01:00,2021_03,true,-300,-309
EHAM,LKPR,7529,AT75,2021-03-01T08:28:05.000+01:00,2021_03,true,185,-645
EHAM,LKPR,4754,E190,2021-03-01T08:25:00.000+01:00,2021_03,true,0,-121
EHAM,EDDM,4414,E75L,2021-03-01T08:32:00.000+01:00,2021_03,true,120,100
EHAM,LSGG,4670,E75L,2021-03-01T08:24:00.000+01:00,2021_03,true,-360,-392
EHAM,EICK,5443,E75L,2021-03-01T08:29:00.000+01:00,2021_03,true,-60,301
EHAM,LFLL,5456,E75L,2021-03-01T08:28:43.000+01:00,2021_03,true,-77,-237
EHAM,LFPG,3797,A319,2021-03-01T08:32:33.000+01:00,2021_03,true,153,262
EHAM,LIMF,5690,E75L,2021-03-01T08:27:00.000+01:00,2021_03,true,-180,114
EHAM,LFMN,7817,E75L,2021-03-01T08:36:00.000+01:00,2021_03,true,60,-908
EHAM,LSZH,4583,B738,2021-03-01T08:36:00.000+01:00,2021_03,true,-240,-723
EHAM,LDZA,6223,E190,2021-03-01T08:46:00.000+01:00,2021_03,true,360,701
EHAM,EPWR,5448,E75L,2021-03-01T08:39:36.000+01:00,2021_03,true,-24,-162
EHAM,LEMG,9847,B738,2021-03-01T08:36:00.000+01:00,2021_03,true,-240,134
EHAM,LIRF,7771,B737,2021-03-01T08:46:00.000+01:00,2021_03,true,360,114
EHAM,EFHK,8026,B737,2021-03-01T08:37:00.000+01:00,2021_03,true,-480,-222
EHAM,LEMD,8075,B737,2021-03-01T08:48:00.000+01:00,2021_03,true,180,307
EHAM,LIPZ,6295,E75L,2021-03-01T08:50:16.000+01:00,2021_03,true,316,378
EHAM,EDDB,4162,E75L,2021-03-01T08:43:00.000+01:00,2021_03,true,-120,402
EHAM,EPPO,5727,E75L,2021-03-01T08:48:00.000+01:00,2021_03,true,180,213
EHAM,EBCI,2271,A343,2021-03-01T08:59:00.000+01:00,2021_03,true,540,928
EHAM,LEAL,8682,B738,2021-03-01T08:53:00.000+01:00,2021_03,true,180,643
EHAM,EKCH,4366,B738,2021-03-01T08:53:00.000+01:00,2021_03,true,-120,-53
EHEH,LEMG,9483,B738,2021-03-01T08:56:00.000+01:00,2021_03,true,60,443
EHEH,EPMO,6944,B738,2021-03-01T08:44:00.000+01:00,2021_03,true,-660,-1492
EHAM,EDDF,4029,E190,2021-03-01T09:14:00.000+01:00,2021_03,true,1140,578
EHAM,ESSA,6641,B737,2021-03-01T09:02:00.000+01:00,2021_03,true,120,348
EHAM,LHBP,6458,B737,2021-03-01T09:01:00.000+01:00,2021_03,true,-240,-184
EHAM,LEBL,7333,E190,2021-03-01T09:08:00.000+01:00,2021_03,true,180,509
EHAM,EPWA,6862,E295,2021-03-01T09:18:19.000+01:00,2021_03,true,799,1133
EHAM,EDDS,4490,E75L,2021-03-01T09:16:00.000+01:00,2021_03,true,660,469
EHAM,EDDL,2021,E190,2021-03-01T09:07:00.000+01:00,2021_03,true,120,364
EHAM,LOWW,5467,E195,2021-03-01T09:12:00.000+01:00,2021_03,true,120,966
EHAM,LFBD,5056,E75L,2021-03-01T09:01:28.000+01:00,2021_03,true,-512,323
EHAM,EDDH,3628,E190,2021-03-01T09:18:00.000+01:00,2021_03,true,180,163
EHAM,EVRA,7163,BCS3,2021-03-01T09:12:00.000+01:00,2021_03,true,-480,297
EHAM,LBSF,8685,A319,2021-03-01T09:13:00.000+01:00,2021_03,true,-420,-171
EHAM,EYVI,7369,BCS3,2021-03-01T09:14:00.000+01:00,2021_03,true,-360,671
EHAM,EETN,7321,BCS3,2021-03-01T09:06:00.000+01:00,2021_03,true,-840,419
EHAM,EDDB,4002,A320,2021-03-01T09:30:00.000+01:00,2021_03,true,0,421
EHAM,LGTS,9985,B738,2021-03-01T09:46:00.000+01:00,2021_03,true,60,173
EHAM,EDDB,3283,A320,2021-03-01T09:43:00.000+01:00,2021_03,true,-1020,346
EHAM,LFBO,6092,E75L,2021-03-01T10:38:00.000+01:00,2021_03,true,1680,1368
EHAM,LDZA,8493,DH8D,2021-03-01T10:43:00.000+01:00,2021_03,true,1380,845
EHAM,LROP,10295,B735,2021-03-01T10:16:00.000+01:00,2021_03,true,-240,-992
EHAM,EDDB,4001,A320,2021-03-01T10:29:04.000+01:00,2021_03,true,-56,226
EHAM,EPWA,7010,E170,2021-03-01T10:37:00.000+01:00,2021_03,true,420,-163
EHAM,LIML,5118,E75S,2021-03-01T10:27:00.000+01:00,2021_03,true,-480,-204
EHAM,EDDF,3917,CRJ9,2021-03-01T10:35:00.000+01:00,2021_03,true,-300,-1023
