ADES,year,avg_delay_departure,avg_delay_destination,avg_total_delay
EDDC,2018,289.52517985611513,163.86330935251797,453.3884892086331
ENEV,2018,600.0,-166.0,434.0
LRBS,2016,240.0,715.0,955.0
EGPH,2019,347.145,501.6625,848.8075
ENTO,2016,171.41596638655463,97.30252100840336,268.718487394958
LWOH,2016,200.84615384615384,331.4807692307692,532.3269230769231
ENTO,2015,154.06611570247935,87.06611570247934,241.13223140495867
EDDV,2019,409.5603448275862,430.19181034482756,839.7521551724138
LROP,2018,723.4382207578253,268.8682042833608,992.3064250411861
LFPO,2018,456.55263157894734,193.6315789473684,650.1842105263158
LSZH,2016,430.12530915086563,608.277823577906,1038.4031327287717
EGKK,2016,731.9727272727273,973.50826446281,1705.4809917355371
LEGE,2015,104.24736842105263,50.01052631578948,154.2578947368421
EGKK,2019,508.72217774219376,786.7301841473178,1295.4523618895116
ENCN,2016,72.44594594594595,162.1891891891892,234.63513513513513
LKTB,2015,-19.8125,-201.09375,-220.90625
EGPF,2019,407.04373757455267,663.3976143141153,1070.441351888668
LIMF,2019,391.48148148148147,690.0658436213992,1081.5473251028807
LEVC,2019,486.21108179419525,403.8707124010554,890.0817941952506
LEBB,2018,347.16101694915255,233.60169491525423,580.7627118644068
EGSH,2018,135.21818181818182,-14.831168831168831,120.38701298701298
LQTZ,2015,271.54545454545456,91.93939393939394,363.4848484848485
ESSA,2018,388.24242424242425,475.8404634581105,864.0828877005348
LICJ,2018,38.888888888888886,5.833333333333333,44.72222222222222
EGPH,2016,321.08390022675735,388.94104308390024,710.0249433106576
LIEO,2016,334.11764705882354,60.94117647058823,395.05882352941177
LEMH,2016,460.7142857142857,85.45714285714286,546.1714285714286
EGPF,2015,207.47549909255898,450.42105263157896,657.8965517241379
LBBG,2015,136.0,-76.83333333333333,59.166666666666664
EPMO,2015,62.1875,-92.921875,-30.734375
EPPO,2015,206.3125,-46.625,159.6875
EDNY,2015,-324.0,-466.6,-790.6
EGPD,2018,204.52905811623248,263.73346693386776,468.2625250501002
LGKP,2016,160.0,231.11111111111111,391.1111111111111
LIPX,2016,253.58490566037736,558.5094339622641,812.0943396226415
EHBK,2016,-1453.0,-2030.6,-3483.6
EDDV,2015,12.002136752136753,-278.63034188034186,-266.62820512820514
EBLG,2019,62.578947368421055,1130.7368421052631,1193.3157894736842
LPPT,2015,511.78609062170705,556.4604847207587,1068.2465753424658
LGKR,2015,70.46478873239437,-61.7887323943662,8.67605633802817
LSGG,2019,487.2122687439143,270.48685491723467,757.699123661149
ELLX,2019,364.27993254637437,501.1079258010118,865.3878583473862
LIPH,2019,481.6730769230769,211.8653846153846,693.5384615384615
LKPR,2018,467.65489849955867,270.1473962930274,737.802294792586
LRCL,2016,242.55555555555554,124.64444444444445,367.2
LPMA,2015,-61.2,-93.52,-154.72
EDDN,2019,428.94939759036146,618.8,1047.7493975903615
ESSL,2019,255.31578947368422,456.0866873065016,711.4024767801858
LIBD,2019,581.04,478.6,1059.64
LIPZ,2018,582.3715341959335,281.68761552680223,864.0591497227357
EGNX,2018,215.94701986754967,-130.83443708609272,85.11258278145695
LIMC,2016,388.2755798090041,553.181446111869,941.4570259208731
ESSB,2016,60.0,-32.0,28.0
ESOH,2019,-1380.0,-302.0,-1682.0
LYBE,2018,871.9803921568628,703.4640522875817,1575.4444444444443
ESND,2016,0.0,-2932.0,-2932.0
EGGW,2018,565.8306709265175,683.1416400425985,1248.972310969116
LFRN,2018,596.5878787878788,485.2848484848485,1081.8727272727272
LGKO,2015,169.64331210191082,-15.019108280254777,154.62420382165604
LFBT,2015,661.6923076923077,468.7692307692308,1130.4615384615386
EPKT,2018,190.57142857142858,156.8095238095238,347.3809523809524
EHAM,2016,-214.08,-617.0,-831.08
EPWR,2015,163.72307692307692,-205.58461538461538,-41.86153846153846
EKBI,2019,215.33554817275748,400.8803986710964,616.2159468438538
LEBB,2016,315.5128205128205,280.06410256410254,595.5769230769231
EIDW,2018,430.3670573719926,379.00555212831586,809.3726095003085
LFLL,2016,192.65148514851487,93.28514851485149,285.93663366336636
EGPH,2015,209.65018094089265,289.4800965018094,499.13027744270204
LGAV,2015,123.5989010989011,-3.739010989010989,119.85989010989012
LEMD,2019,643.2047697368421,888.8996710526316,1532.1044407894738
EPKK,2018,336.24833702882484,211.69623059866962,547.9445676274945
EGHQ,2016,-90.0,-464.0,-554.0
LBBG,2016,146.66666666666666,-195.5,-48.833333333333336
EGLC,2015,74.77802791535345,279.21206663665015,353.9900945520036
EGCC,2016,256.06822057987495,-6.387151790790222,249.68106878908472
EDFM,2016,390.0,62.5,452.5
LFLL,2015,78.51264367816091,-40.85977011494253,37.65287356321839
LMML,2015,350.91156462585036,454.0748299319728,804.9863945578231
EDDW,2019,213.03116883116883,193.34805194805196,406.37922077922076
EGLC,2018,167.56020671834625,324.1674418604651,491.7276485788114
LFST,2018,534.3231707317074,451.4512195121951,985.7743902439024
LEST,2018,495.52777777777777,506.6666666666667,1002.1944444444445
ENBR,2016,216.5121412803532,-73.66004415011038,142.85209713024284
EGHI,2016,138.74539363484087,237.1172529313233,375.86264656616413
LROP,2016,385.1976149914821,89.55536626916525,474.75298126064735
LSZB,2016,-21.555555555555557,-690.5396825396825,-712.0952380952381
EPPO,2016,519.4705882352941,395.5882352941176,915.0588235294117
LEPA,2018,838.5009633911368,709.0712909441233,1547.5722543352601
EKEB,2015,-1220.0,-1080.3333333333333,-2300.3333333333335
EFOU,2015,-660.0,-1157.0,-1817.0
LPPR,2018,633.4323308270676,592.484962406015,1225.9172932330828
EHKD,2018,1530.0,1822.0,3352.0
EGSH,2016,-32.47291666666667,-159.25416666666666,-191.72708333333333
LIRP,2019,576.1943462897526,677.4840989399294,1253.678445229682
