ADEP,ADES,year,avg_delay_departure,avg_delay_destination,avg_total_delay,avg_filed_duration,avg_actual_duration
EHAM,EDDF,2018,489.7236566643405,366.13258897418007,855.8562456385206,3481.146545708304,4337.002791346825
EHRD,EGMC,2016,-30.0,1474.0,1444.0,2906.0,4350.0
EHEH,EHBK,2016,104.0,-6517.0,-6413.0,10417.0,4004.0
EHAM,EPWA,2015,279.15134370579915,80.34794908062234,359.4992927864215,6607.274398868458,6966.77369165488
EHAM,EBCI,2015,-194.5,-145.5,-340.0,2708.5,2368.5
EHAM,ENTO,2019,329.2155172413793,289.0646551724138,618.2801724137931,5321.887931034483,5940.168103448276
EHEH,EPPO,2019,94.93617021276596,-104.46808510638297,-9.53191489361702,5055.787234042553,5046.255319148936
EHEH,LEPA,2019,796.9724137931034,707.9793103448276,1504.951724137931,7819.337931034483,9324.289655172413
EHRD,EHAM,2019,15.235294117647058,-100.88235294117646,-85.6470588235294,1702.9411764705883,1617.2941176470588
EHAM,EPKK,2016,166.2928870292887,112.7029288702929,278.9958158995816,6301.765690376569,6580.761506276151
EHRD,ESGG,2016,-60.0,-324.5,-384.5,5194.0,4809.5
EHAM,LGSR,2015,100.0,94.26666666666667,194.26666666666668,12040.2,12234.466666666667
EHAM,ENGM,2015,305.67890870933894,239.2570828961175,544.9359916054565,5966.188877229801,6511.124868835257
EHAM,EGNX,2019,455.6442953020134,266.77852348993287,722.4228187919463,4635.953020134229,5358.375838926175
EHAM,LEMG,2019,658.2810559006211,697.8260869565217,1356.107142857143,10213.5450310559,11569.652173913044
EHEH,EHWO,2019,540.0,648.0,1188.0,1361.0,2549.0
EHAM,LIBD,2016,391.93548387096774,335.8709677419355,727.8064516129032,8440.322580645161,9168.129032258064
EHEH,LMML,2016,470.73333333333335,198.56666666666666,669.3,9906.633333333333,10575.933333333332
EHRD,LDSP,2016,102.25,84.88888888888889,187.13888888888889,7110.25,7297.388888888889
EHBK,EYVI,2015,-540.0,-457.0,-997.0,7274.0,6277.0
EHRD,EKSB,2015,-420.0,-1282.0,-1702.0,5594.0,3892.0
EHRD,LIMC,2019,60.0,178.0,238.0,4981.0,5219.0
EHRD,LSGG,2018,685.9166666666666,593.9166666666666,1279.8333333333333,5123.5,6403.333333333333
EHEH,LOWW,2016,722.5,863.5,1586.0,5392.5,6978.5
EHBK,LQTZ,2016,855.0,766.5,1621.5,6598.5,8220.0
EHRD,EBBR,2016,60.0,1440.0,1500.0,1904.0,3404.0
EHAM,LIPZ,2015,163.755,71.17166666666667,234.92666666666668,5861.435,6096.361666666667
EHEH,EYVI,2015,228.8235294117647,373.44117647058823,602.2647058823529,6966.161764705882,7568.426470588235
EHBK,LIMC,2019,466.1111111111111,-331.8888888888889,134.22222222222223,5671.111111111111,5805.333333333333
EHEH,EPKT,2018,162.52586206896552,153.1206896551724,315.6465517241379,5450.224137931034,5765.870689655172
EHAM,LFMT,2016,358.54464285714283,112.76785714285714,471.3125,6408.669642857143,6879.982142857143
EHAM,EGLC,2015,209.79913916786228,418.0365853658537,627.835724533716,3362.7855093256817,3990.6212338593973
EHAM,LIRQ,2015,288.96866096866097,648.3105413105413,937.2792022792023,6064.415954415955,7001.695156695157
EHGG,LFPG,2015,-300.0,-121.0,-421.0,4091.0,3670.0
EHEH,LIPH,2019,481.6730769230769,211.8653846153846,693.5384615384615,5406.115384615385,6099.653846153846
EHBK,LICJ,2018,480.0,109.0,589.0,8384.0,8973.0
EHAM,LEVT,2016,960.0,852.0,1812.0,6990.0,8802.0
EHAM,LSZH,2015,492.8976311336717,774.673434856176,1267.5710659898477,4323.870558375635,5591.441624365482
EHEH,EKCH,2015,-98.79816513761467,-278.10091743119267,-376.89908256880733,4570.155963302752,4193.256880733945
EHAM,EGKK,2019,509.7522052927025,785.7313552526062,1295.4835605453088,3619.6118684843623,4915.095429029671
EHAM,LFPO,2019,572.9418604651163,504.18023255813955,1077.1220930232557,4157.680232558139,5234.802325581395
EHAM,LFLB,2019,588.7777777777778,557.8888888888889,1146.6666666666667,6128.0,7274.666666666667
EHEH,LEIB,2019,569.9166666666666,274.93888888888887,844.8555555555556,8696.75,9541.605555555556
EHRD,EGAA,2019,960.0,559.0,1519.0,5681.0,7200.0
EHAM,LIPZ,2018,598.238683127572,314.4753086419753,912.7139917695473,5964.006172839506,6876.720164609053
EHAM,LGRP,2016,469.88461538461536,178.18269230769232,648.0673076923077,12793.375,13441.442307692309
EHRD,EGHI,2016,-240.0,129.0,-111.0,3211.0,3100.0
EHBK,LYBE,2016,165.0,172.25,337.25,7175.5,7512.75
EHRD,EDDT,2016,-49.56666666666667,104.43333333333334,54.86666666666667,4065.5,4120.366666666667
EHEH,LGKO,2015,851.25,376.5,1227.75,11891.375,13119.125
EHAM,LIEO,2019,328.40909090909093,-341.85227272727275,-13.443181818181818,8410.977272727272,8397.53409090909
EHAM,EGFF,2016,76.96470588235294,296.4117647058824,373.3764705882353,4075.2,4448.576470588236
EHAM,EGNV,2016,25.194528875379937,158.89361702127658,184.08814589665653,3793.0881458966564,3977.176291793313
EHGG,EGMC,2016,-439.109375,-561.7734375,-1000.8828125,4632.609375,3631.7265625
EHKD,EGSH,2015,-378.72727272727275,-398.1818181818182,-776.9090909090909,2719.2727272727275,1942.3636363636363
EHAM,EPPO,2015,1140.0,2842.0,3982.0,6758.0,10740.0
EHGG,EGBB,2015,-720.0,-1322.0,-2042.0,5068.0,3026.0
EHAM,EGNT,2019,188.16359918200408,284.9079754601227,473.0715746421268,4127.263803680981,4600.335378323109
EHAM,LEPA,2019,802.5953307392996,657.3035019455253,1459.8988326848248,8501.610894941634,9961.509727626459
EHAM,EBLG,2019,78.75,1350.1875,1428.9375,1548.9375,2977.875
EHAM,EFHK,2018,347.11014851485146,338.49257425742576,685.6027227722773,8105.987623762377,8791.590346534653
EHAM,EGPH,2018,318.2875157629256,394.4968474148802,712.7843631778057,4750.9394703657,5463.723833543506
