ADEP,ADES,year,avg_delay_departure,avg_delay_destination,avg_total_delay,avg_filed_duration,avg_actual_duration
EHAM,LPFR,2020,321.6142857142857,309.9214285714286,631.5357142857143,10535.814285714287,11167.35
EHRD,LGIR,2020,-347.9166666666667,-516.25,-864.1666666666666,12350.416666666666,11486.25
EHRD,LOWK,2020,-540.0,-226.0,-766.0,5398.0,4632.0
EHEH,LDRI,2021,146.66666666666666,355.6666666666667,502.3333333333333,5712.777777777777,6215.111111111111
EHRD,LGRP,2021,308.57142857142856,365.85714285714283,674.4285714285714,12014.714285714286,12689.142857142857
EHEH,LQBK,2021,-298.8666666666667,-356.93333333333334,-655.8,6446.2,5790.4
EHAM,EFKS,2020,-176.71428571428572,24.285714285714285,-152.42857142857142,9572.142857142857,9419.714285714286
EHBK,LFSB,2021,-80.775,-337.75,-418.525,3417.85,2999.325
EHRD,EDDM,2021,-312.0,2028.0,1716.0,4632.0,6348.0
EHRD,EDDF,2021,-360.0,-1085.0,-1445.0,4803.0,3358.0
EHAM,LICT,2021,1440.0,1434.0,2874.0,10100.0,12974.0
EHAM,LEMD,2020,85.80672268907563,345.09453781512605,430.9012605042017,7896.621848739495,8327.523109243697
EHAM,LOWG,2020,-178.45,173.05,-5.4,5164.7,5159.3
EHBK,LEZG,2020,-390.0,-434.25,-824.25,7037.0,6212.75
EHAM,LIEO,2021,463.45762711864404,145.03389830508473,608.4915254237288,8347.135593220339,8955.627118644068
EHAM,EDDL,2020,-120.47972972972973,-86.29391891891892,-206.77364864864865,2301.8074324324325,2095.0337837837837
EHAM,LGKL,2020,60.0,320.6363636363636,380.6363636363636,10919.545454545454,11300.181818181818
EHEH,ENVA,2020,-682.0,-745.0,-1427.0,7442.0,6015.0
EHGG,LEBL,2021,-505.0,248.0,-257.0,8273.0,8016.0
EHAM,LHBP,2020,2.424,168.592,171.016,6365.424,6536.44
EHAM,LIML,2020,-219.22368421052633,181.4078947368421,-37.81578947368421,5007.289473684211,4969.473684210527
EHAM,LIMF,2020,79.77142857142857,532.2714285714286,612.0428571428571,5065.614285714286,5677.657142857143
EHEH,LYBE,2020,-13.75,-36.333333333333336,-50.083333333333336,7356.833333333333,7306.75
EHAM,LDPL,2021,-240.0,164.0,-76.0,6079.5,6003.5
EHAM,EPKK,2021,91.78397212543554,124.19163763066202,215.97560975609755,6145.864111498257,6361.839721254355
EHEH,EPGD,2021,29.980392156862745,-90.23529411764706,-60.254901960784316,5655.431372549019,5595.176470588235
EHEH,EGSS,2021,-34.58771929824562,144.89473684210526,110.30701754385964,3127.9824561403507,3238.2894736842104
EHAM,EDDK,2021,1296.0,844.25,2140.25,3534.25,5674.5
EHEH,LIPE,2021,214.36363636363637,-4.621212121212121,209.74242424242425,5622.560606060606,5832.30303030303
EHEH,LATI,2021,298.05263157894734,255.21052631578948,553.2631578947369,8219.526315789473,8772.78947368421
EHRD,LEVC,2021,-57.60606060606061,-92.54545454545455,-150.15151515151516,7966.424242424242,7816.272727272727
EHAM,EGPF,2020,-145.15613382899627,124.04460966542752,-21.111524163568774,4693.289962825279,4672.17843866171
EHEH,LROP,2020,-212.25,-524.5,-736.75,9187.346153846154,8450.596153846154
EHEH,LRIA,2021,21.363636363636363,269.95454545454544,291.3181818181818,8560.136363636364,8851.454545454546
EHRD,LEIB,2021,92.6,-304.6375,-212.0375,8831.125,8619.0875
EHTW,LIPE,2021,-214.0,-99.0,-313.0,6070.0,5757.0
EHEH,LEMD,2020,-84.8,-129.6,-214.4,7950.95,7736.55
EHEH,LHDC,2020,-126.35,-283.95,-410.3,7063.5,6653.2
EHBK,ENBR,2020,660.0,169.0,829.0,11722.0,12551.0
EHEH,ENDU,2021,-360.0,-145.33333333333334,-505.3333333333333,10737.666666666666,10232.333333333334
EHBK,ENGM,2021,-160.0,-460.4791666666667,-620.4791666666666,6558.729166666667,5938.25
EHAM,LOWG,2021,29.048780487804876,394.0731707317073,423.1219512195122,5403.341463414634,5826.463414634146
EHAM,EKVG,2021,-1680.0,616.0,-1064.0,5744.0,4680.0
EHBK,LEZG,2021,-317.14285714285717,-333.42857142857144,-650.5714285714286,7022.285714285715,6371.714285714285
EHAM,LEBB,2020,-97.13138686131387,37.284671532846716,-59.846715328467155,6700.094890510949,6640.248175182482
EHEH,LBSF,2020,-88.06611570247934,-323.1735537190083,-411.2396694214876,9009.421487603306,8598.181818181818
EHEH,LIME,2021,245.5735294117647,-193.0735294117647,52.5,5392.308823529412,5444.808823529412
EHEH,LBSF,2021,126.54867256637168,-46.64601769911504,79.90265486725664,8848.097345132743,8928.0
EHAM,EDDN,2020,-165.09604519774012,163.05649717514123,-2.0395480225988702,3541.7118644067796,3539.6723163841807
EHEH,LIPE,2020,61.04761904761905,-414.4761904761905,-353.42857142857144,5752.523809523809,5399.0952380952385
EHEH,LRCL,2020,-241.3548387096774,-312.4516129032258,-553.8064516129032,7808.580645161291,7254.774193548387
EHEH,LWOH,2021,852.4285714285714,722.5714285714286,1575.0,8548.0,10123.0
EHEH,LJMB,2020,-660.0,-403.0,-1063.0,5704.0,4641.0
EHAM,LDZA,2021,224.0057306590258,374.64469914040114,598.6504297994269,6294.948424068768,6893.598853868195
EHAM,EDFH,2021,1620.0,2260.0,3880.0,2725.0,6605.0
EHAM,LIPZ,2020,115.68181818181819,-304.47474747474746,-188.7929292929293,6121.222222222223,5932.429292929293
EHEH,ESSA,2020,-518.0,-500.5,-1018.5,6473.0,5454.5
EHEH,LRIA,2020,-225.8181818181818,-326.45454545454544,-552.2727272727273,8810.181818181818,8257.90909090909
EHAM,LGRP,2020,-189.76470588235293,-80.0,-269.7647058823529,12274.470588235294,12004.70588235294
EHBK,EDDB,2020,-90.0,-330.5,-420.5,4126.0,3705.5
EHAM,EPWA,2021,151.84916201117318,7.236499068901304,159.0856610800745,6486.446927374302,6645.532588454376
EHEH,EPKT,2021,100.47916666666667,120.9375,221.41666666666666,5746.416666666667,5967.833333333333
EHEH,LZIB,2021,440.0,48.55555555555556,488.55555555555554,5985.222222222223,6473.777777777777
EHBK,EDDB,2021,-911.0,-764.2857142857143,-1675.2857142857142,4047.5714285714284,2372.285714285714
EHRD,LEBB,2021,-136.8,-415.05,-551.85,6973.2,6421.35
EHAM,LEAL,2021,151.1725,461.92,613.0925,8597.18,9210.2725
EHAM,LIPE,2021,124.92391304347827,262.768115942029,387.69202898550725,5822.11231884058,6209.804347826087
EHEH,LQTZ,2021,-23.689655172413794,88.93103448275862,65.24137931034483,6854.517241379311,6919.758620689655
EHEH,LEVC,2020,-117.4776119402985,-336.8358208955224,-454.3134328358209,8002.731343283582,7548.417910447762
EHAM,EGNX,2020,-178.1206896551724,-322.2758620689655,-500.3965517241379,3808.2413793103447,3307.844827586207
EHRD,LRCL,2021,-60.0,-591.0,-651.0,13016.0,12365.0
EHAM,LICC,2021,275.1770833333333,74.64583333333333,349.8229166666667,9840.645833333334,10190.46875
EHEH,LBWN,2021,225.0,-143.53333333333333,81.46666666666667,10029.777777777777,10111.244444444445
EHRD,LIBR,2020,180.0,363.6666666666667,543.6666666666666,8380.555555555555,8924.222222222223
EHEH,LGRP,2020,-561.2857142857143,-675.2857142857143,-1236.5714285714287,12466.0,11229.42857142857
EHAM,EIDW,2021,81.90094979647219,187.06919945725915,268.97014925373134,5014.584803256445,5283.554952510176
EHAM,EGHI,2021,-55.65625,327.28125,271.625,3600.40625,3872.03125
EHEH,LFML,2021,403.8421052631579,578.8421052631579,982.6842105263158,5586.8421052631575,6569.526315789473
EHRD,EKYT,2020,-302.0,-226.0,-528.0,5734.5,5206.5
EHAM,EGLF,2021,270.0,1765.0,2035.0,2585.0,4620.0
EHBK,ESGG,2020,120.0,192.0,312.0,6268.0,6580.0
EHAM,EDDW,2021,-126.05,34.325,-91.725,2777.89375,2686.16875
EHGG,EKYT,2021,-360.0,-407.0,-767.0,5124.0,4357.0
EHRD,LEPA,2020,-240.0,-540.5,-780.5,7313.0,6532.5
EHAM,LPFR,2021,215.715,287.46,503.175,10520.405,11023.58
EHAM,EGNV,2021,-60.42307692307692,251.03846153846155,190.6153846153846,3784.423076923077,3975.0384615384614
EHAM,EGGD,2020,-187.9438202247191,123.45318352059925,-64.49063670411985,3768.7228464419477,3704.232209737828
EHAM,LGZA,2021,328.64864864864865,637.4256756756756,966.0743243243244,10240.763513513513,11206.837837837838
EHRD,LFTH,2021,36.92307692307692,-313.6923076923077,-276.7692307692308,6552.538461538462,6275.7692307692305
EHAM,LROP,2020,193.07142857142858,-10.88888888888889,182.18253968253967,9332.015873015873,9514.198412698413
EHRD,EGLF,2020,-1320.0,-1181.0,-2501.0,4088.0,1587.0
EHRD,LIRZ,2021,-89.27777777777777,32.27777777777778,-57.0,6445.611111111111,6388.611111111111
EHTW,EHAM,2021,1320.0,1150.0,2470.0,2519.0,4989.0
EHRD,EDDB,2020,-1456.0,-1141.0,-2597.0,3845.0,1248.0
EHAM,LIRN,2021,214.986301369863,353.43150684931504,568.417808219178,7848.130136986301,8416.547945205479
EHAM,EGPE,2021,50.476190476190474,413.35714285714283,463.8333333333333,5222.357142857143,5686.190476190476
EHAM,LPBJ,2020,660.0,129.0,789.0,9531.0,10320.0
EHEH,LEPA,2020,-311.2105263157895,-530.6578947368421,-841.8684210526316,7623.973684210527,6782.105263157895
EHAM,EDHI,2020,1507.0,1138.0,2645.0,3400.0,6045.0
EHEH,LROP,2021,45.51923076923077,-259.75,-214.23076923076923,9115.788461538461,8901.557692307691
EHAM,LOWW,2021,155.26530612244898,582.0068027210884,737.2721088435375,5339.789115646258,6077.061224489796
EHEH,LDZA,2021,249.1,187.9,437.0,5705.1,6142.1
EHRD,LGIR,2021,104.21428571428571,-89.82142857142857,14.392857142857142,12123.642857142857,12138.035714285714
EHAM,LFRS,2020,-27.084615384615386,345.8615384615385,318.7769230769231,4668.8538461538465,4987.630769230769
EHRD,LEAM,2020,-720.0,-942.0,-1662.0,9333.0,7671.0
EHEH,LYPG,2021,600.0,558.0,1158.0,7704.0,8862.0
EHAM,EGSH,2021,-105.90697674418605,120.04651162790698,14.13953488372093,2501.6046511627906,2515.7441860465115
EHGG,EPPO,2021,720.0,928.0,1648.0,6332.0,7980.0
EHAM,LOWS,2020,66.03225806451613,-14.483870967741936,51.54838709677419,4843.8387096774195,4895.387096774193
EHAM,LIPE,2020,128.992,394.344,523.336,5671.624,6194.96
EHAM,EGAA,2020,-122.08823529411765,284.5882352941176,162.5,4975.823529411765,5138.323529411765
EHRD,LFLS,2020,180.0,162.5,342.5,4929.5,5272.0
EHBK,EINN,2020,0.0,351.0,351.0,5844.0,6195.0
EHAM,ENVA,2020,-211.7906976744186,261.7829457364341,49.992248062015506,6776.372093023256,6826.364341085271
EHAM,EDDT,2020,-94.0406779661017,199.6542372881356,105.6135593220339,3780.227118644068,3885.840677966102
EHBK,LFQB,2020,780.0,473.0,1253.0,3040.0,4293.0
EHRD,LPFR,2021,18.827956989247312,-14.946236559139784,3.881720430107527,10268.150537634408,10272.032258064517
EHAM,LEIB,2020,-134.36,-217.27,-351.63,8719.02,8367.39
EHEH,EDDB,2021,960.0,1563.0,2523.0,3602.0,6125.0
EHAM,EDDG,2021,-60.0,-5629.0,-5689.0,8678.0,2989.0
EHRD,LIRF,2021,-241.42857142857142,-831.4285714285714,-1072.857142857143,7369.428571428572,6296.571428571428
EHAM,EGPE,2020,-183.6,-46.68,-230.28,5132.9,4902.62
EHAM,LFMT,2020,-152.94545454545454,-158.47272727272727,-311.41818181818184,6091.345454545454,5779.927272727273
EHAM,EHRD,2021,-120.0,485.0,365.0,799.6666666666666,1164.6666666666667
EHRD,LSGG,2021,-720.0,-1114.0,-1834.0,4705.0,2871.0
EHAM,EGNM,2020,-212.16959064327486,66.84210526315789,-145.32748538011697,3434.2748538011697,3288.9473684210525
EHEH,EKCH,2021,-243.0,-217.45,-460.45,4422.95,3962.5
EHEH,LUKK,2021,165.75,351.25,517.0,8910.416666666666,9427.416666666666
EHGG,EKBI,2020,-1078.5,-1287.5,-2366.0,3351.0,985.0
EHEH,LEVC,2021,87.97841726618705,-31.431654676258994,56.54676258992806,7979.410071942446,8035.956834532374
EHAM,EGNT,2020,-230.148,-66.576,-296.724,3935.58,3638.856
EHEH,LDSP,2020,696.0,3200.0,3896.0,6661.0,10557.0
EHBK,LBSF,2020,750.0,534.5,1284.5,8713.5,9998.0
EHAM,LIRQ,2020,121.57065217391305,608.445652173913,730.0163043478261,6028.75,6758.766304347826
EHEH,LEIB,2020,-414.9642857142857,-969.6071428571429,-1384.5714285714287,8711.964285714286,7327.392857142857
EHEH,LEZL,2021,69.39344262295081,58.68852459016394,128.08196721311475,9545.147540983606,9673.22950819672
EHRD,LDSP,2021,-90.13333333333334,-142.53333333333333,-232.66666666666666,7074.133333333333,6841.466666666666
EHBK,LOWW,2021,195.0,214.25,409.25,5282.75,5692.0
EHAM,LSZH,2020,43.12090163934426,62.467213114754095,105.58811475409836,4285.938524590164,4391.526639344263
EHAM,ESMX,2020,-231.73333333333332,204.46666666666667,-27.266666666666666,4478.666666666667,4451.4
EHRD,LGKR,2021,-133.0,-35.125,-168.125,9109.625,8941.5
EHAM,LIMJ,2021,144.40449438202248,397.76404494382024,542.1685393258427,5749.404494382023,6291.573033707865
EHAM,EKBI,2020,-227.5236593059937,211.02208201892745,-16.501577287066247,3204.9211356466876,3188.4195583596215
EHAM,EGTE,2020,373.8333333333333,195.83333333333334,569.6666666666666,5367.833333333333,5937.5
EHAM,LEMD,2021,171.09379310344826,424.4593103448276,595.5531034482758,7979.0344827586205,8574.587586206897
EHAM,LEST,2020,-131.16666666666666,394.77777777777777,263.6111111111111,7600.944444444444,7864.555555555556
EHAM,LGSA,2020,-302.72727272727275,-310.54545454545456,-613.2727272727273,11868.09090909091,11254.818181818182
EHAM,EHBK,2021,300.0,784.5,1084.5,2211.5,3296.0
EHAM,EDDW,2020,-185.39716312056737,-152.60992907801418,-338.0070921985816,2777.3829787234044,2439.375886524823
EHEH,LZIB,2020,100.0,-320.3333333333333,-220.33333333333334,6000.333333333333,5780.0
EHBK,EGGW,2020,-420.0,-1216.0,-1636.0,4570.0,2934.0
EHAM,EGCN,2021,180.0,684.0,864.0,3053.0,3917.0
EHBK,LIMC,2021,-239.11111111111111,-1218.3333333333333,-1457.4444444444443,5390.333333333333,3932.8888888888887
EHEH,LPPT,2020,-36.375,-88.421875,-124.796875,10033.0,9908.203125
EHAM,LFSB,2021,27.774703557312254,64.3913043478261,92.16600790513834,4048.7588932806325,4140.924901185771
EHAM,EDDN,2021,89.93119266055047,283.8807339449541,373.8119266055046,3743.0091743119265,4116.821100917431
EHRD,EHBK,2021,660.0,428.0,1088.0,2385.0,3473.0
EHAM,LPPT,2020,217.8653846153846,358.3525641025641,576.2179487179487,9857.0,10433.21794871795
EHEH,EGPF,2020,180.0,-138.0,42.0,5481.0,5523.0
EHAM,EPWR,2021,91.07575757575758,106.33333333333333,197.4090909090909,5296.166666666667,5493.575757575758
EHAM,EDMA,2020,-570.0,-542.5,-1112.5,4044.5,2932.0
EHAM,EPPO,2020,21.6,-170.8,-149.2,5096.8,4947.6
EHRD,LDPL,2021,-106.41176470588235,-115.52941176470588,-221.94117647058823,5977.235294117647,5755.294117647059
EHEH,LRCL,2021,-62.07692307692308,-153.82051282051282,-215.89743589743588,7714.692307692308,7498.794871794872
EHAM,EKCH,2020,-127.09515570934256,47.207612456747405,-79.88754325259515,4082.112456747405,4002.2249134948097
EHAM,EGFF,2020,-170.03030303030303,229.43434343434345,59.4040404040404,3820.7272727272725,3880.131313131313
EHAM,LDZA,2020,195.24870466321244,366.31088082901556,561.5595854922279,6287.388601036269,6848.948186528497
EHRD,LPPR,2020,180.0,-1603.0,-1423.0,16056.0,14633.0
EHEH,LMML,2021,82.8,179.6,262.4,9428.3,9690.7
EHAM,EGHI,2020,-250.31578947368422,66.02631578947368,-184.28947368421052,3890.3684210526317,3706.0789473684213
EHAM,ESNX,2020,-180.0,37.0,-143.0,8211.0,8068.0
EHRD,LFRQ,2020,180.0,398.0,578.0,8252.0,8830.0
EHBK,LDZD,2021,-74.5,-17.0,-91.5,5864.125,5772.625
EHAM,LEZL,2021,283.90625,514.9375,798.84375,9793.15625,10592.0
EHAM,EDDP,2021,270.83098591549293,350.11737089201876,620.9483568075117,4142.981220657277,4763.929577464789
EHAM,EHEH,2021,335.57894736842104,515.6842105263158,851.2631578947369,1694.5263157894738,2545.7894736842104
EHAM,EIDW,2020,-126.14837712519319,-155.8531684698609,-282.0015455950541,5130.449768160742,4848.4482225656875
EHAM,LEVC,2021,230.13823529411764,298.96176470588233,529.1,8087.464705882353,8616.564705882352
EHAM,EGPD,2021,75.13074204946996,339.36395759717317,414.4946996466431,4740.650176678445,5155.144876325088
EHEH,EPKK,2021,12.57391304347826,-72.36521739130434,-59.791304347826085,5969.608695652174,5909.817391304347
EHAM,LZKZ,2021,120.0,190.0,310.0,9370.0,9680.0
EHAM,LDSP,2021,229.56643356643357,532.7482517482517,762.3146853146853,6913.923076923077,7676.237762237763
EHAM,LGKO,2021,321.45454545454544,429.6931818181818,751.1477272727273,11910.011363636364,12661.15909090909
EHAM,LYBE,2021,327.0810810810811,592.5621621621622,919.6432432432432,7282.989189189189,8202.632432432432
EHAM,LGTS,2021,212.0648148148148,255.36111111111111,467.4259259259259,9660.75925925926,10128.185185185184
EHAM,EGAA,2021,288.81081081081084,410.5945945945946,699.4054054054054,5357.540540540541,6056.945945945946
EHAM,LEZL,2020,90.61904761904762,449.7936507936508,540.4126984126984,9482.52380952381,10022.936507936507
EHAM,LIRN,2020,48.170731707317074,108.57317073170732,156.7439024390244,7844.3536585365855,8001.09756097561
EHBK,EGCN,2020,60.0,263.0,323.0,4685.0,5008.0
EHEH,EGPH,2021,11.88888888888889,-145.66666666666666,-133.77777777777777,5510.666666666667,5376.888888888889
EHAM,LBSF,2020,23.130769230769232,134.56923076923076,157.7,8934.153846153846,9091.853846153846
EHEH,LGTS,2020,60.0,2.8461538461538463,62.84615384615385,9384.615384615385,9447.461538461539
EHAM,EBCI,2020,608.5714285714286,521.1428571428571,1129.7142857142858,2725.714285714286,3855.4285714285716
